Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit
1973;25-12-2020;9:29:00;-074.8;T1 KTemp C;-077.3;T2 KTemp C;-073.7;T3 KTemp C;-073.3;T4 KTemp C
1974;25-12-2020;9:29:30;-074.8;T1 KTemp C;-077.2;T2 KTemp C;-073.7;T3 KTemp C;-073.3;T4 KTemp C
1975;25-12-2020;9:30:00;-074.9;T1 KTemp C;-077.0;T2 KTemp C;-073.8;T3 KTemp C;-073.3;T4 KTemp C
1976;25-12-2020;9:30:30;-074.9;T1 KTemp C;-076.9;T2 KTemp C;-073.9;T3 KTemp C;-073.4;T4 KTemp C
1977;25-12-2020;9:31:00;-075.7;T1 KTemp C;-076.7;T2 KTemp C;-073.9;T3 KTemp C;-073.4;T4 KTemp C
1978;25-12-2020;9:31:30;-074.9;T1 KTemp C;-076.6;T2 KTemp C;-074.0;T3 KTemp C;-073.4;T4 KTemp C
1979;25-12-2020;9:32:00;-075.0;T1 KTemp C;-076.5;T2 KTemp C;-074.0;T3 KTemp C;-073.4;T4 KTemp C
1980;25-12-2020;9:32:30;-075.2;T1 KTemp C;-076.3;T2 KTemp C;-074.1;T3 KTemp C;-073.4;T4 KTemp C
1981;25-12-2020;9:33:00;-075.5;T1 KTemp C;-076.2;T2 KTemp C;-074.1;T3 KTemp C;-073.4;T4 KTemp C
1982;25-12-2020;9:33:30;-075.3;T1 KTemp C;-076.1;T2 KTemp C;-074.1;T3 KTemp C;-073.4;T4 KTemp C
1983;25-12-2020;9:34:00;-075.3;T1 KTemp C;-076.0;T2 KTemp C;-074.1;T3 KTemp C;-073.4;T4 KTemp C
1984;25-12-2020;9:34:30;-074.7;T1 KTemp C;-075.9;T2 KTemp C;-074.1;T3 KTemp C;-073.3;T4 KTemp C
1985;25-12-2020;9:35:00;-075.2;T1 KTemp C;-075.8;T2 KTemp C;-074.1;T3 KTemp C;-073.3;T4 KTemp C
1986;25-12-2020;9:35:30;-076.4;T1 KTemp C;-075.6;T2 KTemp C;-074.1;T3 KTemp C;-073.3;T4 KTemp C
1987;25-12-2020;9:36:00;-075.4;T1 KTemp C;-075.5;T2 KTemp C;-074.1;T3 KTemp C;-073.2;T4 KTemp C
1988;25-12-2020;9:36:30;-075.4;T1 KTemp C;-075.5;T2 KTemp C;-074.1;T3 KTemp C;-073.1;T4 KTemp C
1989;25-12-2020;9:37:00;-076.0;T1 KTemp C;-075.4;T2 KTemp C;-074.1;T3 KTemp C;-073.1;T4 KTemp C
1990;25-12-2020;9:37:30;-076.4;T1 KTemp C;-075.2;T2 KTemp C;-074.1;T3 KTemp C;-073.0;T4 KTemp C
1991;25-12-2020;9:38:00;-075.4;T1 KTemp C;-075.2;T2 KTemp C;-074.1;T3 KTemp C;-073.0;T4 KTemp C
1992;25-12-2020;9:38:30;-074.7;T1 KTemp C;-075.0;T2 KTemp C;-074.1;T3 KTemp C;-073.0;T4 KTemp C
1993;25-12-2020;9:39:00;-075.3;T1 KTemp C;-074.9;T2 KTemp C;-074.1;T3 KTemp C;-072.9;T4 KTemp C
1994;25-12-2020;9:39:30;-074.6;T1 KTemp C;-074.8;T2 KTemp C;-074.1;T3 KTemp C;-072.9;T4 KTemp C
1995;25-12-2020;9:40:00;-074.3;T1 KTemp C;-074.7;T2 KTemp C;-074.1;T3 KTemp C;-073.0;T4 KTemp C
1996;25-12-2020;9:40:30;-075.2;T1 KTemp C;-074.6;T2 KTemp C;-074.1;T3 KTemp C;-072.9;T4 KTemp C
1997;25-12-2020;9:41:00;-074.6;T1 KTemp C;-074.4;T2 KTemp C;-074.1;T3 KTemp C;-072.9;T4 KTemp C
1998;25-12-2020;9:41:30;-075.3;T1 KTemp C;-074.3;T2 KTemp C;-074.1;T3 KTemp C;-072.8;T4 KTemp C
1999;25-12-2020;9:42:00;-075.2;T1 KTemp C;-074.2;T2 KTemp C;-074.0;T3 KTemp C;-072.8;T4 KTemp C
2000;25-12-2020;9:42:30;-075.2;T1 KTemp C;-074.1;T2 KTemp C;-074.0;T3 KTemp C;-072.8;T4 KTemp C
2001;25-12-2020;9:43:00;-074.5;T1 KTemp C;-074.0;T2 KTemp C;-073.9;T3 KTemp C;-072.7;T4 KTemp C
2002;25-12-2020;9:43:30;-075.2;T1 KTemp C;-073.9;T2 KTemp C;-073.9;T3 KTemp C;-072.7;T4 KTemp C
2003;25-12-2020;9:44:00;-074.5;T1 KTemp C;-073.7;T2 KTemp C;-073.8;T3 KTemp C;-072.7;T4 KTemp C
2004;25-12-2020;9:44:30;-075.0;T1 KTemp C;-073.7;T2 KTemp C;-073.8;T3 KTemp C;-072.7;T4 KTemp C
2005;25-12-2020;9:45:00;-075.0;T1 KTemp C;-073.5;T2 KTemp C;-073.8;T3 KTemp C;-072.6;T4 KTemp C
2006;25-12-2020;9:45:30;-074.9;T1 KTemp C;-073.4;T2 KTemp C;-073.7;T3 KTemp C;-072.6;T4 KTemp C
2007;25-12-2020;9:46:00;-075.1;T1 KTemp C;-073.3;T2 KTemp C;-073.7;T3 KTemp C;-072.4;T4 KTemp C
2008;25-12-2020;9:46:30;-075.5;T1 KTemp C;-073.1;T2 KTemp C;-073.7;T3 KTemp C;-072.4;T4 KTemp C
2009;25-12-2020;9:47:00;-075.2;T1 KTemp C;-073.0;T2 KTemp C;-073.6;T3 KTemp C;-072.4;T4 KTemp C
2010;25-12-2020;9:47:30;-074.9;T1 KTemp C;-072.9;T2 KTemp C;-073.6;T3 KTemp C;-072.3;T4 KTemp C
2011;25-12-2020;9:48:00;-075.5;T1 KTemp C;-072.8;T2 KTemp C;-073.5;T3 KTemp C;-072.3;T4 KTemp C
2012;25-12-2020;9:48:30;-074.5;T1 KTemp C;-072.7;T2 KTemp C;-073.4;T3 KTemp C;-072.2;T4 KTemp C
2013;25-12-2020;9:49:00;-074.6;T1 KTemp C;-072.6;T2 KTemp C;-073.4;T3 KTemp C;-072.1;T4 KTemp C
2014;25-12-2020;9:49:30;-074.7;T1 KTemp C;-072.5;T2 KTemp C;-073.4;T3 KTemp C;-072.1;T4 KTemp C
2015;25-12-2020;9:50:00;-074.6;T1 KTemp C;-072.3;T2 KTemp C;-073.3;T3 KTemp C;-071.9;T4 KTemp C
2016;25-12-2020;9:50:30;-074.8;T1 KTemp C;-072.3;T2 KTemp C;-073.2;T3 KTemp C;-072.0;T4 KTemp C
2017;25-12-2020;9:51:00;-074.4;T1 KTemp C;-072.2;T2 KTemp C;-073.2;T3 KTemp C;-072.0;T4 KTemp C
2018;25-12-2020;9:51:30;-073.5;T1 KTemp C;-072.1;T2 KTemp C;-073.1;T3 KTemp C;-071.9;T4 KTemp C
2019;25-12-2020;9:52:00;-074.2;T1 KTemp C;-072.0;T2 KTemp C;-073.0;T3 KTemp C;-071.8;T4 KTemp C
2020;25-12-2020;9:52:30;-074.4;T1 KTemp C;-072.0;T2 KTemp C;-073.0;T3 KTemp C;-071.7;T4 KTemp C
2021;25-12-2020;9:53:00;-074.1;T1 KTemp C;-071.9;T2 KTemp C;-073.0;T3 KTemp C;-071.6;T4 KTemp C
2022;25-12-2020;9:53:30;-074.2;T1 KTemp C;-071.8;T2 KTemp C;-072.9;T3 KTemp C;-071.6;T4 KTemp C
2023;25-12-2020;9:54:00;-074.0;T1 KTemp C;-071.7;T2 KTemp C;-072.8;T3 KTemp C;-071.5;T4 KTemp C
2024;25-12-2020;9:54:30;-073.9;T1 KTemp C;-071.7;T2 KTemp C;-072.8;T3 KTemp C;-071.4;T4 KTemp C
2025;25-12-2020;9:55:00;-073.7;T1 KTemp C;-071.6;T2 KTemp C;-072.7;T3 KTemp C;-071.3;T4 KTemp C
2026;25-12-2020;9:55:30;-073.8;T1 KTemp C;-071.6;T2 KTemp C;-072.7;T3 KTemp C;-071.3;T4 KTemp C
2027;25-12-2020;9:56:00;-073.0;T1 KTemp C;-071.5;T2 KTemp C;-072.6;T3 KTemp C;-071.2;T4 KTemp C
2028;25-12-2020;9:56:30;-073.8;T1 KTemp C;-071.4;T2 KTemp C;-072.5;T3 KTemp C;-071.1;T4 KTemp C
2029;25-12-2020;9:57:00;-073.6;T1 KTemp C;-071.3;T2 KTemp C;-072.4;T3 KTemp C;-071.1;T4 KTemp C
2030;25-12-2020;9:57:30;-073.3;T1 KTemp C;-071.3;T2 KTemp C;-072.3;T3 KTemp C;-070.9;T4 KTemp C
2031;25-12-2020;9:58:00;-073.9;T1 KTemp C;-071.2;T2 KTemp C;-072.3;T3 KTemp C;-070.9;T4 KTemp C
2032;25-12-2020;9:58:30;-073.4;T1 KTemp C;-071.1;T2 KTemp C;-072.3;T3 KTemp C;-070.9;T4 KTemp C
2033;25-12-2020;9:59:00;-074.1;T1 KTemp C;-071.0;T2 KTemp C;-072.2;T3 KTemp C;-070.8;T4 KTemp C
2034;25-12-2020;9:59:30;-073.4;T1 KTemp C;-070.9;T2 KTemp C;-072.1;T3 KTemp C;-070.7;T4 KTemp C
2035;25-12-2020;10:00:00;-073.8;T1 KTemp C;-070.9;T2 KTemp C;-072.0;T3 KTemp C;-070.6;T4 KTemp C
2036;25-12-2020;10:00:30;-072.5;T1 KTemp C;-070.8;T2 KTemp C;-072.0;T3 KTemp C;-070.5;T4 KTemp C
2037;25-12-2020;10:01:00;-073.0;T1 KTemp C;-070.6;T2 KTemp C;-071.9;T3 KTemp C;-070.4;T4 KTemp C
2038;25-12-2020;10:01:30;-072.9;T1 KTemp C;-070.5;T2 KTemp C;-071.8;T3 KTemp C;-070.3;T4 KTemp C
2039;25-12-2020;10:02:00;-073.1;T1 KTemp C;-070.4;T2 KTemp C;-071.7;T3 KTemp C;-070.2;T4 KTemp C
2040;25-12-2020;10:02:30;-072.8;T1 KTemp C;-070.4;T2 KTemp C;-071.6;T3 KTemp C;-070.1;T4 KTemp C
2041;25-12-2020;10:03:00;-070.0;T1 KTemp C;-070.1;T2 KTemp C;-071.6;T3 KTemp C;-070.1;T4 KTemp C
2042;25-12-2020;10:03:30;-069.9;T1 KTemp C;-070.1;T2 KTemp C;-071.5;T3 KTemp C;-070.0;T4 KTemp C
2043;25-12-2020;10:04:00;-069.8;T1 KTemp C;-070.0;T2 KTemp C;-071.4;T3 KTemp C;-070.0;T4 KTemp C
2044;25-12-2020;10:04:30;-069.7;T1 KTemp C;-070.1;T2 KTemp C;-071.4;T3 KTemp C;-069.9;T4 KTemp C
2045;25-12-2020;10:05:00;-069.7;T1 KTemp C;-070.6;T2 KTemp C;-071.3;T3 KTemp C;-069.8;T4 KTemp C
2046;25-12-2020;10:05:30;-069.7;T1 KTemp C;-070.8;T2 KTemp C;-071.2;T3 KTemp C;-069.9;T4 KTemp C
2047;25-12-2020;10:06:00;-069.7;T1 KTemp C;-070.7;T2 KTemp C;-071.1;T3 KTemp C;-069.8;T4 KTemp C
2048;25-12-2020;10:06:30;-072.8;T1 KTemp C;-070.7;T2 KTemp C;-071.1;T3 KTemp C;-069.7;T4 KTemp C
2049;25-12-2020;10:07:00;-070.7;T1 KTemp C;-070.6;T2 KTemp C;-071.1;T3 KTemp C;-069.7;T4 KTemp C
2050;25-12-2020;10:07:30;-070.0;T1 KTemp C;-070.4;T2 KTemp C;-071.1;T3 KTemp C;-069.7;T4 KTemp C
2051;25-12-2020;10:08:00;-072.0;T1 KTemp C;-070.4;T2 KTemp C;-071.0;T3 KTemp C;-069.7;T4 KTemp C
2052;25-12-2020;10:08:30;-070.8;T1 KTemp C;-070.3;T2 KTemp C;-071.0;T3 KTemp C;-069.7;T4 KTemp C
2053;25-12-2020;10:09:00;-070.5;T1 KTemp C;-070.2;T2 KTemp C;-070.9;T3 KTemp C;-069.7;T4 KTemp C
2054;25-12-2020;10:09:30;-070.8;T1 KTemp C;-070.0;T2 KTemp C;-070.9;T3 KTemp C;-069.6;T4 KTemp C
2055;25-12-2020;10:10:00;-071.1;T1 KTemp C;-070.0;T2 KTemp C;-070.8;T3 KTemp C;-069.6;T4 KTemp C
2056;25-12-2020;10:10:30;-070.9;T1 KTemp C;-069.9;T2 KTemp C;-070.7;T3 KTemp C;-069.5;T4 KTemp C
2057;25-12-2020;10:11:00;-070.4;T1 KTemp C;-069.8;T2 KTemp C;-070.7;T3 KTemp C;-069.6;T4 KTemp C
2058;25-12-2020;10:11:30;-070.7;T1 KTemp C;-069.7;T2 KTemp C;-070.7;T3 KTemp C;-069.5;T4 KTemp C
2059;25-12-2020;10:12:00;-070.3;T1 KTemp C;-069.7;T2 KTemp C;-070.7;T3 KTemp C;-069.4;T4 KTemp C
2060;25-12-2020;10:12:30;-070.6;T1 KTemp C;-069.7;T2 KTemp C;-070.6;T3 KTemp C;-069.4;T4 KTemp C
2061;25-12-2020;10:13:00;-070.4;T1 KTemp C;-069.7;T2 KTemp C;-070.6;T3 KTemp C;-069.4;T4 KTemp C
2062;25-12-2020;10:13:30;-071.0;T1 KTemp C;-069.7;T2 KTemp C;-070.6;T3 KTemp C;-069.4;T4 KTemp C
2063;25-12-2020;10:14:00;-069.4;T1 KTemp C;-069.8;T2 KTemp C;-070.5;T3 KTemp C;-069.4;T4 KTemp C
2064;25-12-2020;10:14:30;-069.9;T1 KTemp C;-069.8;T2 KTemp C;-070.5;T3 KTemp C;-069.3;T4 KTemp C
2065;25-12-2020;10:15:00;-071.1;T1 KTemp C;-069.9;T2 KTemp C;-070.5;T3 KTemp C;-069.4;T4 KTemp C
2066;25-12-2020;10:15:30;-071.4;T1 KTemp C;-070.0;T2 KTemp C;-070.5;T3 KTemp C;-069.3;T4 KTemp C
2067;25-12-2020;10:16:00;-070.4;T1 KTemp C;-070.1;T2 KTemp C;-070.5;T3 KTemp C;-069.4;T4 KTemp C
2068;25-12-2020;10:16:30;-070.5;T1 KTemp C;-070.4;T2 KTemp C;-070.5;T3 KTemp C;-069.4;T4 KTemp C
2069;25-12-2020;10:17:00;-070.4;T1 KTemp C;-070.6;T2 KTemp C;-070.5;T3 KTemp C;-069.4;T4 KTemp C
2070;25-12-2020;10:17:30;-069.8;T1 KTemp C;-070.9;T2 KTemp C;-070.5;T3 KTemp C;-069.4;T4 KTemp C
2071;25-12-2020;10:18:00;-069.3;T1 KTemp C;-071.4;T2 KTemp C;-070.6;T3 KTemp C;-069.5;T4 KTemp C
2072;25-12-2020;10:18:30;-070.7;T1 KTemp C;-071.8;T2 KTemp C;-070.7;T3 KTemp C;-069.6;T4 KTemp C
2073;25-12-2020;10:19:00;-070.6;T1 KTemp C;-072.1;T2 KTemp C;-070.6;T3 KTemp C;-069.6;T4 KTemp C
2074;25-12-2020;10:19:30;-070.2;T1 KTemp C;-072.7;T2 KTemp C;-070.7;T3 KTemp C;-069.7;T4 KTemp C
2075;25-12-2020;10:20:00;-070.7;T1 KTemp C;-073.4;T2 KTemp C;-070.8;T3 KTemp C;-069.8;T4 KTemp C
2076;25-12-2020;10:20:30;-070.7;T1 KTemp C;-074.2;T2 KTemp C;-070.9;T3 KTemp C;-069.8;T4 KTemp C
2077;25-12-2020;10:21:00;-070.6;T1 KTemp C;-074.8;T2 KTemp C;-070.9;T3 KTemp C;-070.0;T4 KTemp C
2078;25-12-2020;10:21:30;-070.2;T1 KTemp C;-075.7;T2 KTemp C;-071.1;T3 KTemp C;-070.2;T4 KTemp C
2079;25-12-2020;10:22:00;-071.8;T1 KTemp C;-077.1;T2 KTemp C;-071.2;T3 KTemp C;-070.2;T4 KTemp C
2080;25-12-2020;10:22:30;-071.2;T1 KTemp C;-078.1;T2 KTemp C;-071.3;T3 KTemp C;-070.4;T4 KTemp C
2081;25-12-2020;10:23:00;-070.5;T1 KTemp C;-078.7;T2 KTemp C;-071.5;T3 KTemp C;-070.5;T4 KTemp C
2082;25-12-2020;10:23:30;-071.2;T1 KTemp C;-079.2;T2 KTemp C;-071.6;T3 KTemp C;-070.9;T4 KTemp C
2083;25-12-2020;10:24:00;-070.6;T1 KTemp C;-079.6;T2 KTemp C;-071.7;T3 KTemp C;-071.0;T4 KTemp C
2084;25-12-2020;10:24:30;-071.7;T1 KTemp C;-079.8;T2 KTemp C;-071.9;T3 KTemp C;-071.3;T4 KTemp C
2085;25-12-2020;10:25:00;-070.9;T1 KTemp C;-080.1;T2 KTemp C;-071.9;T3 KTemp C;-071.6;T4 KTemp C
2086;25-12-2020;10:25:30;-071.2;T1 KTemp C;-080.3;T2 KTemp C;-072.1;T3 KTemp C;-071.7;T4 KTemp C
2087;25-12-2020;10:26:00;-071.1;T1 KTemp C;-080.5;T2 KTemp C;-072.3;T3 KTemp C;-071.9;T4 KTemp C
2088;25-12-2020;10:26:30;-071.8;T1 KTemp C;-080.6;T2 KTemp C;-072.4;T3 KTemp C;-072.1;T4 KTemp C
2089;25-12-2020;10:27:00;-073.6;T1 KTemp C;-080.9;T2 KTemp C;-072.6;T3 KTemp C;-072.3;T4 KTemp C
2090;25-12-2020;10:27:30;-073.0;T1 KTemp C;-080.6;T2 KTemp C;-072.7;T3 KTemp C;-072.6;T4 KTemp C
2091;25-12-2020;10:28:00;-073.5;T1 KTemp C;-080.2;T2 KTemp C;-072.9;T3 KTemp C;-072.8;T4 KTemp C
2092;25-12-2020;10:28:30;-073.6;T1 KTemp C;-080.1;T2 KTemp C;-073.0;T3 KTemp C;-073.0;T4 KTemp C
2093;25-12-2020;10:29:00;-073.7;T1 KTemp C;-079.7;T2 KTemp C;-073.1;T3 KTemp C;-073.0;T4 KTemp C
2094;25-12-2020;10:29:30;-073.9;T1 KTemp C;-079.4;T2 KTemp C;-073.2;T3 KTemp C;-073.1;T4 KTemp C
2095;25-12-2020;10:30:00;-074.9;T1 KTemp C;-079.2;T2 KTemp C;-073.3;T3 KTemp C;-073.2;T4 KTemp C
2096;25-12-2020;10:30:30;-075.1;T1 KTemp C;-078.9;T2 KTemp C;-073.4;T3 KTemp C;-073.3;T4 KTemp C
2097;25-12-2020;10:31:00;-074.5;T1 KTemp C;-078.7;T2 KTemp C;-073.5;T3 KTemp C;-073.3;T4 KTemp C
2098;25-12-2020;10:31:30;-074.6;T1 KTemp C;-078.5;T2 KTemp C;-073.6;T3 KTemp C;-073.3;T4 KTemp C
2099;25-12-2020;10:32:00;-074.5;T1 KTemp C;-078.2;T2 KTemp C;-073.7;T3 KTemp C;-073.4;T4 KTemp C
2100;25-12-2020;10:32:30;-074.6;T1 KTemp C;-078.0;T2 KTemp C;-073.7;T3 KTemp C;-073.4;T4 KTemp C
2101;25-12-2020;10:33:00;-074.9;T1 KTemp C;-077.8;T2 KTemp C;-073.8;T3 KTemp C;-073.4;T4 KTemp C
2102;25-12-2020;10:33:30;-075.6;T1 KTemp C;-077.6;T2 KTemp C;-073.9;T3 KTemp C;-073.4;T4 KTemp C
2103;25-12-2020;10:34:00;-075.0;T1 KTemp C;-077.4;T2 KTemp C;-074.0;T3 KTemp C;-073.4;T4 KTemp C
2104;25-12-2020;10:34:30;-075.9;T1 KTemp C;-077.2;T2 KTemp C;-074.0;T3 KTemp C;-073.4;T4 KTemp C
2105;25-12-2020;10:35:00;-074.5;T1 KTemp C;-077.0;T2 KTemp C;-074.0;T3 KTemp C;-073.4;T4 KTemp C
2106;25-12-2020;10:35:30;-074.9;T1 KTemp C;-076.9;T2 KTemp C;-074.0;T3 KTemp C;-073.4;T4 KTemp C
2107;25-12-2020;10:36:00;-075.1;T1 KTemp C;-076.7;T2 KTemp C;-074.0;T3 KTemp C;-073.4;T4 KTemp C
2108;25-12-2020;10:36:30;-074.6;T1 KTemp C;-076.6;T2 KTemp C;-074.1;T3 KTemp C;-073.4;T4 KTemp C
2109;25-12-2020;10:37:00;-075.2;T1 KTemp C;-076.5;T2 KTemp C;-074.1;T3 KTemp C;-073.4;T4 KTemp C
2110;25-12-2020;10:37:30;-075.1;T1 KTemp C;-076.3;T2 KTemp C;-074.2;T3 KTemp C;-073.5;T4 KTemp C
2111;25-12-2020;10:38:00;-074.2;T1 KTemp C;-076.3;T2 KTemp C;-074.2;T3 KTemp C;-073.4;T4 KTemp C
2112;25-12-2020;10:38:30;-075.2;T1 KTemp C;-076.1;T2 KTemp C;-074.2;T3 KTemp C;-073.4;T4 KTemp C
2113;25-12-2020;10:39:00;-076.0;T1 KTemp C;-076.0;T2 KTemp C;-074.2;T3 KTemp C;-073.4;T4 KTemp C
2114;25-12-2020;10:39:30;-075.6;T1 KTemp C;-075.9;T2 KTemp C;-074.2;T3 KTemp C;-073.3;T4 KTemp C
2115;25-12-2020;10:40:00;-075.0;T1 KTemp C;-075.8;T2 KTemp C;-074.2;T3 KTemp C;-073.2;T4 KTemp C
2116;25-12-2020;10:40:30;-073.7;T1 KTemp C;-075.2;T2 KTemp C;-074.2;T3 KTemp C;-072.4;T4 KTemp C
2117;25-12-2020;10:41:00;-074.7;T1 KTemp C;-075.3;T2 KTemp C;-074.2;T3 KTemp C;-073.0;T4 KTemp C
2118;25-12-2020;10:41:30;-074.6;T1 KTemp C;-075.1;T2 KTemp C;-074.2;T3 KTemp C;-072.9;T4 KTemp C
2119;25-12-2020;10:42:00;-073.5;T1 KTemp C;-075.0;T2 KTemp C;-074.2;T3 KTemp C;-072.8;T4 KTemp C
2120;25-12-2020;10:42:30;-074.2;T1 KTemp C;-074.9;T2 KTemp C;-074.1;T3 KTemp C;-072.8;T4 KTemp C
2121;25-12-2020;10:43:00;-074.3;T1 KTemp C;-074.9;T2 KTemp C;-074.1;T3 KTemp C;-072.8;T4 KTemp C
2122;25-12-2020;10:43:30;-075.1;T1 KTemp C;-074.7;T2 KTemp C;-074.1;T3 KTemp C;-072.8;T4 KTemp C
2123;25-12-2020;10:44:00;-074.1;T1 KTemp C;-074.6;T2 KTemp C;-074.1;T3 KTemp C;-072.8;T4 KTemp C
2124;25-12-2020;10:44:30;-074.9;T1 KTemp C;-074.5;T2 KTemp C;-074.0;T3 KTemp C;-072.8;T4 KTemp C
2125;25-12-2020;10:45:00;-074.3;T1 KTemp C;-074.4;T2 KTemp C;-074.0;T3 KTemp C;-072.8;T4 KTemp C
2126;25-12-2020;10:45:30;-074.2;T1 KTemp C;-074.2;T2 KTemp C;-074.0;T3 KTemp C;-072.8;T4 KTemp C
2127;25-12-2020;10:46:00;-074.8;T1 KTemp C;-074.2;T2 KTemp C;-073.9;T3 KTemp C;-072.7;T4 KTemp C
2128;25-12-2020;10:46:30;-074.6;T1 KTemp C;-074.0;T2 KTemp C;-073.9;T3 KTemp C;-072.7;T4 KTemp C
2129;25-12-2020;10:47:00;-074.0;T1 KTemp C;-073.9;T2 KTemp C;-073.9;T3 KTemp C;-072.7;T4 KTemp C
2130;25-12-2020;10:47:30;-074.9;T1 KTemp C;-073.8;T2 KTemp C;-073.9;T3 KTemp C;-072.7;T4 KTemp C
2131;25-12-2020;10:48:00;-073.6;T1 KTemp C;-073.6;T2 KTemp C;-073.8;T3 KTemp C;-072.6;T4 KTemp C
2132;25-12-2020;10:48:30;-074.7;T1 KTemp C;-073.5;T2 KTemp C;-073.8;T3 KTemp C;-072.5;T4 KTemp C
2133;25-12-2020;10:49:00;-073.1;T1 KTemp C;-073.4;T2 KTemp C;-073.7;T3 KTemp C;-072.4;T4 KTemp C
2134;25-12-2020;10:49:30;-073.9;T1 KTemp C;-073.3;T2 KTemp C;-073.7;T3 KTemp C;-072.4;T4 KTemp C
2135;25-12-2020;10:50:00;-073.9;T1 KTemp C;-073.1;T2 KTemp C;-073.6;T3 KTemp C;-072.3;T4 KTemp C
2136;25-12-2020;10:50:30;-072.9;T1 KTemp C;-073.1;T2 KTemp C;-073.5;T3 KTemp C;-072.3;T4 KTemp C
2137;25-12-2020;10:51:00;-073.8;T1 KTemp C;-073.0;T2 KTemp C;-073.5;T3 KTemp C;-072.2;T4 KTemp C
2138;25-12-2020;10:51:30;-073.5;T1 KTemp C;-072.8;T2 KTemp C;-073.5;T3 KTemp C;-072.1;T4 KTemp C
2139;25-12-2020;10:52:00;-073.8;T1 KTemp C;-072.8;T2 KTemp C;-073.4;T3 KTemp C;-072.1;T4 KTemp C
2140;25-12-2020;10:52:30;-073.6;T1 KTemp C;-072.7;T2 KTemp C;-073.4;T3 KTemp C;-072.1;T4 KTemp C
2141;25-12-2020;10:53:00;-074.5;T1 KTemp C;-072.5;T2 KTemp C;-073.3;T3 KTemp C;-072.0;T4 KTemp C
2142;25-12-2020;10:53:30;-073.5;T1 KTemp C;-072.4;T2 KTemp C;-073.2;T3 KTemp C;-071.9;T4 KTemp C
2143;25-12-2020;10:54:00;-074.4;T1 KTemp C;-072.4;T2 KTemp C;-073.2;T3 KTemp C;-071.9;T4 KTemp C
2144;25-12-2020;10:54:30;-073.4;T1 KTemp C;-072.3;T2 KTemp C;-073.1;T3 KTemp C;-071.8;T4 KTemp C
2145;25-12-2020;10:55:00;-072.5;T1 KTemp C;-072.1;T2 KTemp C;-073.1;T3 KTemp C;-071.8;T4 KTemp C
2146;25-12-2020;10:55:30;-073.3;T1 KTemp C;-072.1;T2 KTemp C;-073.0;T3 KTemp C;-071.7;T4 KTemp C
2147;25-12-2020;10:56:00;-073.3;T1 KTemp C;-072.0;T2 KTemp C;-072.9;T3 KTemp C;-071.6;T4 KTemp C
2148;25-12-2020;10:56:30;-073.2;T1 KTemp C;-071.9;T2 KTemp C;-072.8;T3 KTemp C;-071.6;T4 KTemp C
2149;25-12-2020;10:57:00;-073.7;T1 KTemp C;-071.7;T2 KTemp C;-072.7;T3 KTemp C;-071.4;T4 KTemp C
2150;25-12-2020;10:57:30;-073.0;T1 KTemp C;-071.6;T2 KTemp C;-072.6;T3 KTemp C;-071.3;T4 KTemp C
2151;25-12-2020;10:58:00;-073.1;T1 KTemp C;-071.5;T2 KTemp C;-072.6;T3 KTemp C;-071.2;T4 KTemp C
2152;25-12-2020;10:58:30;-073.0;T1 KTemp C;-071.5;T2 KTemp C;-072.5;T3 KTemp C;-071.2;T4 KTemp C
2153;25-12-2020;10:59:00;-073.0;T1 KTemp C;-071.4;T2 KTemp C;-072.4;T3 KTemp C;-071.1;T4 KTemp C
2154;25-12-2020;10:59:30;-073.9;T1 KTemp C;-071.4;T2 KTemp C;-072.3;T3 KTemp C;-071.1;T4 KTemp C
2155;25-12-2020;11:00:00;-072.8;T1 KTemp C;-071.2;T2 KTemp C;-072.3;T3 KTemp C;-070.9;T4 KTemp C
2156;25-12-2020;11:00:30;-072.8;T1 KTemp C;-071.2;T2 KTemp C;-072.2;T3 KTemp C;-070.8;T4 KTemp C
2157;25-12-2020;11:01:00;-072.8;T1 KTemp C;-071.2;T2 KTemp C;-072.2;T3 KTemp C;-070.8;T4 KTemp C
2158;25-12-2020;11:01:30;-072.7;T1 KTemp C;-071.1;T2 KTemp C;-072.1;T3 KTemp C;-070.7;T4 KTemp C
2159;25-12-2020;11:02:00;-072.6;T1 KTemp C;-071.0;T2 KTemp C;-072.0;T3 KTemp C;-070.7;T4 KTemp C
2160;25-12-2020;11:02:30;-071.6;T1 KTemp C;-070.9;T2 KTemp C;-071.9;T3 KTemp C;-070.6;T4 KTemp C
2161;25-12-2020;11:03:00;-071.7;T1 KTemp C;-070.8;T2 KTemp C;-071.9;T3 KTemp C;-070.5;T4 KTemp C
2162;25-12-2020;11:03:30;-072.4;T1 KTemp C;-070.8;T2 KTemp C;-071.9;T3 KTemp C;-070.4;T4 KTemp C
2163;25-12-2020;11:04:00;-072.3;T1 KTemp C;-070.7;T2 KTemp C;-071.8;T3 KTemp C;-070.4;T4 KTemp C
2164;25-12-2020;11:04:30;-072.1;T1 KTemp C;-070.5;T2 KTemp C;-071.7;T3 KTemp C;-070.2;T4 KTemp C
2165;25-12-2020;11:05:00;-072.1;T1 KTemp C;-070.5;T2 KTemp C;-071.6;T3 KTemp C;-070.2;T4 KTemp C
