RC-4HC Temperature+Humidity Data Logger;;;
User Information;00V281;;
599;2022-03-05 15:20:47;20.9;46
600;2022-03-05 15:25:47;21;45.6
601;2022-03-05 15:30:47;20.9;44.8
602;2022-03-05 15:35:47;20.9;44.3
603;2022-03-05 15:40:47;20.8;44
604;2022-03-05 15:45:47;20.8;43.7
605;2022-03-05 15:50:47;20.7;43.4
606;2022-03-05 15:55:47;20.7;43.2
607;2022-03-05 16:00:47;20.7;43
608;2022-03-05 16:05:47;20.6;42.8
609;2022-03-05 16:10:47;20.6;42.7
610;2022-03-05 16:15:47;20.6;42.6
611;2022-03-05 16:20:47;20.6;42.4
612;2022-03-05 16:25:47;20.6;42.3
613;2022-03-05 16:30:47;20.6;42.2
614;2022-03-05 16:35:47;20.6;42.1
615;2022-03-05 16:40:47;20.5;42
616;2022-03-05 16:45:47;20.5;41.9
617;2022-03-05 16:50:47;20.5;41.9
618;2022-03-05 16:55:47;20.5;41.8
619;2022-03-05 17:00:47;20.5;41.8
620;2022-03-05 17:05:47;20.5;41.6
621;2022-03-05 17:10:47;20.5;41.6
622;2022-03-05 17:15:47;20.5;41.5
623;2022-03-05 17:20:47;20.4;41.6
624;2022-03-05 17:25:47;20.4;41.4
625;2022-03-05 17:30:47;20.4;41.3
626;2022-03-05 17:35:47;20.4;41.3
627;2022-03-05 17:40:47;20.4;41.2
628;2022-03-05 17:45:47;20.4;41.3
629;2022-03-05 17:50:47;20.3;41.2
630;2022-03-05 17:55:47;20.3;41.1
631;2022-03-05 18:00:47;20.3;41.1
632;2022-03-05 18:05:47;20.3;41
633;2022-03-05 18:10:47;20.3;41
634;2022-03-05 18:15:47;20.3;41
635;2022-03-05 18:20:47;20.3;41.1
636;2022-03-05 18:25:47;20.3;42.9
637;2022-03-05 18:30:47;20.3;42.1
638;2022-03-05 18:35:47;20.4;44
639;2022-03-05 18:40:47;20.4;42.7
640;2022-03-05 18:45:47;20.3;43.3
641;2022-03-05 18:50:47;20.4;43.5
642;2022-03-05 18:55:47;20.3;42.7
643;2022-03-05 19:00:47;20.4;43.6
644;2022-03-05 19:05:47;20.4;43.9
645;2022-03-05 19:10:47;20.4;43.3
646;2022-03-05 19:15:47;20.4;43.1
647;2022-03-05 19:20:47;20.4;43.5
648;2022-03-05 19:25:47;20.4;44.2
649;2022-03-05 19:30:47;20.4;44.6
650;2022-03-05 19:35:47;20.3;43.4
651;2022-03-05 19:40:47;20.3;44.8
652;2022-03-05 19:45:47;20.3;44.3
653;2022-03-05 19:50:47;20.3;44.2
654;2022-03-05 19:55:47;20.3;44.1
655;2022-03-05 20:00:47;20.3;44.1
656;2022-03-05 20:05:47;20.3;44.7
657;2022-03-05 20:10:47;20.3;44.6
658;2022-03-05 20:15:47;20.3;45.4
659;2022-03-05 20:20:47;20.4;44.8
660;2022-03-05 20:25:47;20.5;46.1
661;2022-03-05 20:30:47;20.6;45.8
662;2022-03-05 20:35:47;20.7;45.5
663;2022-03-05 20:40:47;20.6;44.2
664;2022-03-05 20:45:47;20.5;45.5
665;2022-03-05 20:50:47;20.6;46
666;2022-03-05 20:55:47;20.7;45.3
667;2022-03-05 21:00:47;20.8;45.6
668;2022-03-05 21:05:47;20.9;45.2
669;2022-03-05 21:10:47;20.9;45.3
670;2022-03-05 21:15:47;20.9;45
671;2022-03-05 21:20:47;20.9;45.1
672;2022-03-05 21:25:47;21;45
673;2022-03-05 21:30:47;21.1;44.8
674;2022-03-05 21:35:47;21.2;44.7
675;2022-03-05 21:40:47;21.2;44.6
676;2022-03-05 21:45:47;21.3;44.4
677;2022-03-05 21:50:47;21.4;44.3
678;2022-03-05 21:55:47;21.4;44.2
679;2022-03-05 22:00:47;21.4;44.1
680;2022-03-05 22:05:47;21.5;44
681;2022-03-05 22:10:47;21.5;43.9
682;2022-03-05 22:15:47;21.5;43.8
683;2022-03-05 22:20:47;21.5;43.8
684;2022-03-05 22:25:47;21.5;43.7
685;2022-03-05 22:30:47;21.5;43.6
686;2022-03-05 22:35:47;21.5;43.6
687;2022-03-05 22:40:47;21.5;43.5
688;2022-03-05 22:45:47;21.5;43.4
689;2022-03-05 22:50:47;21.6;43.4
690;2022-03-05 22:55:47;21.6;43.3
691;2022-03-05 23:00:47;21.6;43.3
692;2022-03-05 23:05:47;21.6;43.2
693;2022-03-05 23:10:47;21.6;43.2
694;2022-03-05 23:15:47;21.6;43.2
695;2022-03-05 23:20:47;21.6;43.2
696;2022-03-05 23:25:47;21.6;43.2
697;2022-03-05 23:30:47;21.6;43.1
698;2022-03-05 23:35:47;21.5;43.1
699;2022-03-05 23:40:47;21.5;43.1
700;2022-03-05 23:45:47;21.5;43.1
701;2022-03-05 23:50:47;21.5;43
702;2022-03-05 23:55:47;21.5;43.1
703;2022-03-06 00:00:47;21.5;43.1
704;2022-03-06 00:05:47;21.5;43
705;2022-03-06 00:10:47;21.5;43
706;2022-03-06 00:15:47;21.5;43
707;2022-03-06 00:20:47;21.5;43
708;2022-03-06 00:25:47;21.5;43
709;2022-03-06 00:30:47;21.5;43
710;2022-03-06 00:35:47;21.5;43
711;2022-03-06 00:40:47;21.5;43
712;2022-03-06 00:45:47;21.5;43
713;2022-03-06 00:50:47;21.5;43
714;2022-03-06 00:55:47;21.5;43
715;2022-03-06 01:00:47;21.5;43
716;2022-03-06 01:05:47;21.5;43
717;2022-03-06 01:10:47;21.5;43
718;2022-03-06 01:15:47;21.5;43
719;2022-03-06 01:20:47;21.4;43
720;2022-03-06 01:25:47;21.4;43
721;2022-03-06 01:30:47;21.4;43
722;2022-03-06 01:35:47;21.4;43
723;2022-03-06 01:40:47;21.4;42.9
724;2022-03-06 01:45:47;21.4;42.9
725;2022-03-06 01:50:47;21.4;42.9
726;2022-03-06 01:55:47;21.4;43
727;2022-03-06 02:00:47;21.4;42.9
728;2022-03-06 02:05:47;21.3;43
729;2022-03-06 02:10:47;21.3;43
730;2022-03-06 02:15:47;21.3;43
731;2022-03-06 02:20:47;21.3;43
732;2022-03-06 02:25:47;21.3;43
733;2022-03-06 02:30:47;21.3;43
734;2022-03-06 02:35:47;21.3;43
735;2022-03-06 02:40:47;21.3;43
736;2022-03-06 02:45:47;21.3;43
737;2022-03-06 02:50:47;21.2;43
738;2022-03-06 02:55:47;21.2;43
739;2022-03-06 03:00:47;21.2;43
740;2022-03-06 03:05:47;21.2;43
741;2022-03-06 03:10:47;21.2;43
742;2022-03-06 03:15:47;21.2;43
743;2022-03-06 03:20:47;21.2;43
744;2022-03-06 03:25:47;21.2;43.1
745;2022-03-06 03:30:47;21.2;43
746;2022-03-06 03:35:47;21.1;43
747;2022-03-06 03:40:47;21.1;43
748;2022-03-06 03:45:47;21.1;43
749;2022-03-06 03:50:47;21.1;43
750;2022-03-06 03:55:47;21.1;43
751;2022-03-06 04:00:47;21.1;43
752;2022-03-06 04:05:47;21.1;43.1
753;2022-03-06 04:10:47;21.1;43
754;2022-03-06 04:15:47;21.1;43.1
755;2022-03-06 04:20:47;21.1;43.1
756;2022-03-06 04:25:47;21;43.1
757;2022-03-06 04:30:47;21;43.1
758;2022-03-06 04:35:47;21;43.1
759;2022-03-06 04:40:47;21;43.1
760;2022-03-06 04:45:47;21;43.1
761;2022-03-06 04:50:47;21;43.1
762;2022-03-06 04:55:47;21;43.1
763;2022-03-06 05:00:47;21;43.1
764;2022-03-06 05:05:47;21;43.1
765;2022-03-06 05:10:47;21;43.1
766;2022-03-06 05:15:47;21;43.1
767;2022-03-06 05:20:47;20.9;43.1
768;2022-03-06 05:25:47;20.9;43.1
769;2022-03-06 05:30:47;20.9;43.1
770;2022-03-06 05:35:47;20.9;43.2
771;2022-03-06 05:40:47;20.9;43.1
772;2022-03-06 05:45:47;20.9;43.1
773;2022-03-06 05:50:47;20.9;43.1
774;2022-03-06 05:55:47;20.9;43.1
775;2022-03-06 06:00:47;20.9;43.1
776;2022-03-06 06:05:47;20.9;43.2
777;2022-03-06 06:10:47;20.9;43.2
778;2022-03-06 06:15:47;20.9;43.1
779;2022-03-06 06:20:47;20.9;43.2
780;2022-03-06 06:25:47;20.9;43.2
781;2022-03-06 06:30:47;20.9;43.2
782;2022-03-06 06:35:47;20.9;43.3
783;2022-03-06 06:40:47;20.8;43.2
784;2022-03-06 06:45:47;20.8;43.2
785;2022-03-06 06:50:47;20.8;43.3
786;2022-03-06 06:55:47;20.8;43.2
787;2022-03-06 07:00:47;20.8;43.2
788;2022-03-06 07:05:47;20.8;43.3
789;2022-03-06 07:10:47;20.8;43.3
790;2022-03-06 07:15:47;20.8;43.3
791;2022-03-06 07:20:47;20.8;43.3
792;2022-03-06 07:25:47;20.8;43.3
793;2022-03-06 07:30:47;20.8;43.3
794;2022-03-06 07:35:47;20.7;43.3
795;2022-03-06 07:40:47;20.7;43.3
796;2022-03-06 07:45:47;20.7;43.3
797;2022-03-06 07:50:47;20.7;43.3
798;2022-03-06 07:55:47;20.7;43.3
799;2022-03-06 08:00:47;20.7;43.3
800;2022-03-06 08:05:47;20.7;43.3
801;2022-03-06 08:10:47;20.7;43.3
802;2022-03-06 08:15:47;20.7;43.3
803;2022-03-06 08:20:47;20.7;43.4
804;2022-03-06 08:25:47;20.7;43.3
805;2022-03-06 08:30:47;20.7;43.4
806;2022-03-06 08:35:47;20.6;43.3
807;2022-03-06 08:40:47;20.6;43.4
808;2022-03-06 08:45:47;20.6;43.4
809;2022-03-06 08:50:47;20.6;43.5
810;2022-03-06 08:55:47;20.6;43.5
811;2022-03-06 09:00:47;20.6;43.5
812;2022-03-06 09:05:47;20.6;43.5
813;2022-03-06 09:10:47;20.6;43.5
814;2022-03-06 09:15:47;20.6;43.5
815;2022-03-06 09:20:47;20.6;43.5
816;2022-03-06 09:25:47;20.6;43.5
817;2022-03-06 09:30:47;20.6;43.5
818;2022-03-06 09:35:47;20.6;43.5
819;2022-03-06 09:40:47;20.6;43.6
820;2022-03-06 09:45:47;20.7;43.5
821;2022-03-06 09:50:47;20.7;43.6
822;2022-03-06 09:55:47;20.7;43.6
823;2022-03-06 10:00:47;20.7;43.6
824;2022-03-06 10:05:47;20.7;43.7
825;2022-03-06 10:10:47;20.7;43.6
826;2022-03-06 10:15:47;20.7;43.6
827;2022-03-06 10:20:47;20.8;43.7
828;2022-03-06 10:25:47;20.8;43.7
829;2022-03-06 10:30:47;20.8;43.7
830;2022-03-06 10:35:47;20.8;43.7
831;2022-03-06 10:40:47;20.9;43.8
832;2022-03-06 10:45:47;20.9;43.7
833;2022-03-06 10:50:47;20.9;43.8
834;2022-03-06 10:55:47;20.9;43.8
835;2022-03-06 11:00:47;20.9;43.8
836;2022-03-06 11:05:47;21;43.7
837;2022-03-06 11:10:47;21;43.7
838;2022-03-06 11:15:47;21;43.8
839;2022-03-06 11:20:47;21.1;43.8
840;2022-03-06 11:25:47;21.1;43.8
841;2022-03-06 11:30:47;21.2;43.8
842;2022-03-06 11:35:47;21.2;43.8
843;2022-03-06 11:40:47;21.3;43.8
844;2022-03-06 11:45:47;21.3;43.8
845;2022-03-06 11:50:47;21.4;43.8
846;2022-03-06 11:55:47;21.4;43.7
847;2022-03-06 12:00:47;21.5;43.7
848;2022-03-06 12:05:47;21.5;43.8
849;2022-03-06 12:10:47;21.6;43.7
850;2022-03-06 12:15:47;21.6;43.7
851;2022-03-06 12:20:47;21.7;43.7
852;2022-03-06 12:25:47;21.7;43.4
853;2022-03-06 12:30:47;21.6;43.7
854;2022-03-06 12:35:47;21.6;43.5
855;2022-03-06 12:40:47;21.6;43.8
856;2022-03-06 12:45:47;21.6;43.6
857;2022-03-06 12:50:47;21.6;43.8
858;2022-03-06 12:55:47;21.5;43.3
859;2022-03-06 13:00:47;21.5;43.9
860;2022-03-06 13:05:47;21.5;43.6
861;2022-03-06 13:10:47;21.5;43.1
862;2022-03-06 13:15:47;21.5;44.2
863;2022-03-06 13:20:47;21.5;43.8
864;2022-03-06 13:25:47;21.5;43.7
865;2022-03-06 13:30:47;21.5;44.1
866;2022-03-06 13:35:47;21.5;43.6
867;2022-03-06 13:40:47;21.4;44.2
868;2022-03-06 13:45:47;21.4;43.8
869;2022-03-06 13:50:47;21.4;43.2
870;2022-03-06 13:55:47;21.4;44
871;2022-03-06 14:00:47;21.4;44.2
872;2022-03-06 14:05:47;21.4;43.9
873;2022-03-06 14:10:47;21.4;44.2
874;2022-03-06 14:15:47;21.4;43.5
875;2022-03-06 14:20:47;21.4;44.2
876;2022-03-06 14:25:47;21.4;44.1
877;2022-03-06 14:30:47;21.4;43.4
878;2022-03-06 14:35:47;21.3;43.7
879;2022-03-06 14:40:47;21.3;44.3
880;2022-03-06 14:45:47;21.3;43.7
881;2022-03-06 14:50:47;21.3;44.4
882;2022-03-06 14:55:47;21.4;43.7
883;2022-03-06 15:00:47;21.3;43.9
884;2022-03-06 15:05:47;21.3;44.4
885;2022-03-06 15:10:47;21.3;43.7
886;2022-03-06 15:15:47;21.3;44.4
887;2022-03-06 15:20:47;21.3;43.9
888;2022-03-06 15:25:47;21.3;43.4
889;2022-03-06 15:30:47;21.2;44.6
890;2022-03-06 15:35:47;21.3;44
891;2022-03-06 15:40:47;21.3;44
892;2022-03-06 15:45:47;21.3;44.4
893;2022-03-06 15:50:47;21.3;43.7
894;2022-03-06 15:55:47;21.2;44.3
895;2022-03-06 16:00:47;21.2;44.3
896;2022-03-06 16:05:47;21.3;43.6
897;2022-03-06 16:10:47;21.2;44.6
898;2022-03-06 16:15:47;21.3;44
899;2022-03-06 16:20:47;21.2;43.9
900;2022-03-06 16:25:47;21.2;44.6
901;2022-03-06 16:30:47;21.2;43.9
902;2022-03-06 16:35:47;21.2;44.5
903;2022-03-06 16:40:47;21.2;44.2
904;2022-03-06 16:45:47;21.2;43.6
905;2022-03-06 16:50:47;21.1;44.6
906;2022-03-06 16:55:47;21.2;44.2
907;2022-03-06 17:00:47;21.2;44.1
908;2022-03-06 17:05:47;21.2;44.5
909;2022-03-06 17:10:47;21.3;43.9
910;2022-03-06 17:15:47;21.2;44
911;2022-03-06 17:20:47;21.3;44.4
912;2022-03-06 17:25:47;21.3;43.8
913;2022-03-06 17:30:47;21.2;44.5
914;2022-03-06 17:35:47;21.2;43.8
915;2022-03-06 17:40:47;21.2;44.2
916;2022-03-06 17:45:47;21.3;44.3
917;2022-03-06 17:50:47;21.3;43.6
918;2022-03-06 17:55:47;21.2;43.4
919;2022-03-06 18:00:47;21.2;44.5
920;2022-03-06 18:05:47;21.2;44.3
921;2022-03-06 18:10:47;21.2;44.4
922;2022-03-06 18:15:47;21.3;44.2
923;2022-03-06 18:20:47;21.4;43.6
924;2022-03-06 18:25:47;21.3;44.1
925;2022-03-06 18:30:47;21.4;43.9
926;2022-03-06 18:35:47;21.3;44.1
927;2022-03-06 18:40:47;21.3;44
928;2022-03-06 18:45:47;21.4;43.8
929;2022-03-06 18:50:47;21.3;44
930;2022-03-06 18:55:47;21.3;43.9
931;2022-03-06 19:00:47;21.4;43.8
932;2022-03-06 19:05:47;21.5;43.6
933;2022-03-06 19:10:47;21.5;43.5
934;2022-03-06 19:15:47;21.5;43.5
935;2022-03-06 19:20:47;21.6;43.4
936;2022-03-06 19:25:47;21.6;43.3
937;2022-03-06 19:30:47;21.6;43.2
938;2022-03-06 19:35:47;21.6;43.3
939;2022-03-06 19:40:47;21.6;43.2
940;2022-03-06 19:45:47;21.7;43.1
941;2022-03-06 19:50:47;21.7;43
942;2022-03-06 19:55:47;21.8;43
943;2022-03-06 20:00:47;21.8;42.9
944;2022-03-06 20:05:47;21.8;42.8
945;2022-03-06 20:10:47;21.8;42.8
946;2022-03-06 20:15:47;21.8;42.8
947;2022-03-06 20:20:47;21.8;42.8
948;2022-03-06 20:25:47;21.9;42.7
949;2022-03-06 20:30:47;21.9;42.7
950;2022-03-06 20:35:47;21.9;42.7
951;2022-03-06 20:40:47;21.9;42.6
952;2022-03-06 20:45:47;21.9;42.6
953;2022-03-06 20:50:47;21.9;42.6
954;2022-03-06 20:55:47;21.9;42.5
955;2022-03-06 21:00:47;21.9;42.5
956;2022-03-06 21:05:47;21.8;42.5
957;2022-03-06 21:10:47;21.8;42.4
958;2022-03-06 21:15:47;21.8;42.4
959;2022-03-06 21:20:47;21.8;42.3
960;2022-03-06 21:25:47;21.8;42.3
961;2022-03-06 21:30:47;21.8;42.3
962;2022-03-06 21:35:47;21.8;42.3
963;2022-03-06 21:40:47;21.8;42.2
964;2022-03-06 21:45:47;21.8;42.2
965;2022-03-06 21:50:47;21.7;42.2
966;2022-03-06 21:55:47;21.7;42.2
967;2022-03-06 22:00:47;21.7;42.2
968;2022-03-06 22:05:47;21.7;42.2
969;2022-03-06 22:10:47;21.7;42.1
970;2022-03-06 22:15:47;21.7;42.1
971;2022-03-06 22:20:47;21.6;42.1
972;2022-03-06 22:25:47;21.6;42.1
973;2022-03-06 22:30:47;21.6;42.1
974;2022-03-06 22:35:47;21.6;42.1
975;2022-03-06 22:40:47;21.6;42.1
976;2022-03-06 22:45:47;21.6;42.1
977;2022-03-06 22:50:47;21.5;42.1
978;2022-03-06 22:55:47;21.5;42.1
979;2022-03-06 23:00:47;21.5;42.1
980;2022-03-06 23:05:47;21.5;42.1
981;2022-03-06 23:10:47;21.5;42.1
982;2022-03-06 23:15:47;21.5;42.1
983;2022-03-06 23:20:47;21.5;42.1
984;2022-03-06 23:25:47;21.5;42.1
985;2022-03-06 23:30:47;21.4;42.1
986;2022-03-06 23:35:47;21.4;42.1
987;2022-03-06 23:40:47;21.4;42.1
988;2022-03-06 23:45:47;21.4;42.1
989;2022-03-06 23:50:47;21.4;42.1
990;2022-03-06 23:55:47;21.3;42.1
991;2022-03-07 00:00:47;21.3;42.1
992;2022-03-07 00:05:47;21.3;42.1
993;2022-03-07 00:10:47;21.3;42.1
994;2022-03-07 00:15:47;21.3;42.1
995;2022-03-07 00:20:47;21.2;42.1
996;2022-03-07 00:25:47;21.2;42.1
997;2022-03-07 00:30:47;21.2;42.1
998;2022-03-07 00:35:47;21.2;42.1
999;2022-03-07 00:40:47;21.2;42.1
1000;2022-03-07 00:45:47;21.2;42.1
1001;2022-03-07 00:50:47;21.1;42.1
1002;2022-03-07 00:55:47;21.1;42.1
1003;2022-03-07 01:00:47;21.1;42.1
1004;2022-03-07 01:05:47;21.1;42.1
1005;2022-03-07 01:10:47;21.1;42.1
1006;2022-03-07 01:15:47;21;42.1
1007;2022-03-07 01:20:47;21;42.1
1008;2022-03-07 01:25:47;21;42.1
1009;2022-03-07 01:30:47;21;42.1
1010;2022-03-07 01:35:47;21;42.1
1011;2022-03-07 01:40:47;21;42.2
1012;2022-03-07 01:45:47;20.9;42.1
1013;2022-03-07 01:50:47;20.9;42.2
1014;2022-03-07 01:55:47;20.9;42.2
1015;2022-03-07 02:00:47;20.9;42.2
1016;2022-03-07 02:05:47;20.9;42.2
1017;2022-03-07 02:10:47;20.9;42.2
1018;2022-03-07 02:15:47;20.9;42.2
1019;2022-03-07 02:20:47;20.9;42.2
1020;2022-03-07 02:25:47;20.9;42.2
1021;2022-03-07 02:30:47;20.9;42.2
1022;2022-03-07 02:35:47;20.8;42.2
1023;2022-03-07 02:40:47;20.8;42.2
1024;2022-03-07 02:45:47;20.8;42.2
1025;2022-03-07 02:50:47;20.8;42.2
1026;2022-03-07 02:55:47;20.8;42.2
1027;2022-03-07 03:00:47;20.8;42.2
1028;2022-03-07 03:05:47;20.7;42.2
1029;2022-03-07 03:10:47;20.7;42.2
1030;2022-03-07 03:15:47;20.7;42.2
1031;2022-03-07 03:20:47;20.7;42.2
1032;2022-03-07 03:25:47;20.7;42.2
1033;2022-03-07 03:30:47;20.7;42.2
1034;2022-03-07 03:35:47;20.6;42.2
1035;2022-03-07 03:40:47;20.6;42.2
1036;2022-03-07 03:45:47;20.6;42.2
1037;2022-03-07 03:50:47;20.6;42.2
1038;2022-03-07 03:55:47;20.6;42.2
1039;2022-03-07 04:00:47;20.6;42.2
1040;2022-03-07 04:05:47;20.6;42.2
1041;2022-03-07 04:10:47;20.5;42.2
1042;2022-03-07 04:15:47;20.5;42.2
1043;2022-03-07 04:20:47;20.5;42.2
1044;2022-03-07 04:25:47;20.5;42.2
1045;2022-03-07 04:30:47;20.5;42.2
1046;2022-03-07 04:35:47;20.5;42.2
1047;2022-03-07 04:40:47;20.5;42.2
1048;2022-03-07 04:45:47;20.4;42.2
1049;2022-03-07 04:50:47;20.4;42.3
1050;2022-03-07 04:55:47;20.4;42.2
1051;2022-03-07 05:00:47;20.4;42.2
1052;2022-03-07 05:05:47;20.4;42.2
1053;2022-03-07 05:10:47;20.4;42.3
1054;2022-03-07 05:15:47;20.4;42.2
1055;2022-03-07 05:20:47;20.3;42.3
1056;2022-03-07 05:25:47;20.3;42.2
1057;2022-03-07 05:30:47;20.3;42.3
1058;2022-03-07 05:35:47;20.3;42.3
1059;2022-03-07 05:40:47;20.3;42.3
1060;2022-03-07 05:45:47;20.3;42.3
1061;2022-03-07 05:50:47;20.3;42.3
1062;2022-03-07 05:55:47;20.3;42.3
1063;2022-03-07 06:00:47;20.3;42.3
1064;2022-03-07 06:05:47;20.3;42.3
1065;2022-03-07 06:10:47;20.3;42.3
1066;2022-03-07 06:15:47;20.3;42.3
1067;2022-03-07 06:20:47;20.2;42.3
1068;2022-03-07 06:25:47;20.2;42.4
1069;2022-03-07 06:30:47;20.2;42.4
1070;2022-03-07 06:35:47;20.2;42.3
1071;2022-03-07 06:40:47;20.2;42.4
1072;2022-03-07 06:45:47;20.2;42.4
1073;2022-03-07 06:50:47;20.2;42.4
1074;2022-03-07 06:55:47;20.1;42.4
1075;2022-03-07 07:00:47;20.1;42.4
1076;2022-03-07 07:05:47;20.1;42.4
1077;2022-03-07 07:10:47;20.1;42.4
1078;2022-03-07 07:15:47;20.1;42.4
1079;2022-03-07 07:20:47;20.1;42.4
1080;2022-03-07 07:25:47;20.1;42.3
1081;2022-03-07 07:30:47;20;42.4
1082;2022-03-07 07:35:47;20;42.4
1083;2022-03-07 07:40:47;20;42.4
1084;2022-03-07 07:45:47;20;42.4
1085;2022-03-07 07:50:47;20;42.4
1086;2022-03-07 07:55:47;20;42.4
1087;2022-03-07 08:00:47;20;42.4
1088;2022-03-07 08:05:47;20;42.4
1089;2022-03-07 08:10:47;19.9;42.4
1090;2022-03-07 08:15:47;19.9;42.4
1091;2022-03-07 08:20:47;19.9;42.4
1092;2022-03-07 08:25:47;19.9;42.4
1093;2022-03-07 08:30:47;19.9;42.4
1094;2022-03-07 08:35:47;19.9;42.4
1095;2022-03-07 08:40:47;19.9;42.5
1096;2022-03-07 08:45:47;19.9;42.6
1097;2022-03-07 08:50:47;19.9;43.4
1098;2022-03-07 08:55:47;19.9;43.6
1099;2022-03-07 09:00:47;19.9;43.6
1100;2022-03-07 09:05:47;19.9;43.6
1101;2022-03-07 09:10:47;19.9;43.7
1102;2022-03-07 09:15:47;19.9;43.6
1103;2022-03-07 09:20:47;19.9;43.6
1104;2022-03-07 09:25:47;20;43.7
1105;2022-03-07 09:30:47;20;43.8
1106;2022-03-07 09:35:47;20;43.8
1107;2022-03-07 09:40:47;20;43.7
1108;2022-03-07 09:45:47;20;43.7
1109;2022-03-07 09:50:47;20;43.6
1110;2022-03-07 09:55:47;20.1;43.6
1111;2022-03-07 10:00:47;20.1;43.8
1112;2022-03-07 10:05:47;20.1;43.8
1113;2022-03-07 10:10:47;20.2;43.9
1114;2022-03-07 10:15:47;20.2;43.8
1115;2022-03-07 10:20:47;20.2;43.9
1116;2022-03-07 10:25:47;20.3;43.9
1117;2022-03-07 10:30:47;20.3;44
1118;2022-03-07 10:35:47;20.3;44
1119;2022-03-07 10:40:47;20.3;44.1
1120;2022-03-07 10:45:47;20.4;44.2
1121;2022-03-07 10:50:47;20.5;44.2
1122;2022-03-07 10:55:47;20.5;44.4
1123;2022-03-07 11:00:47;20.6;44.4
1124;2022-03-07 11:05:47;20.7;44.4
1125;2022-03-07 11:10:47;20.7;44.4
1126;2022-03-07 11:15:47;20.8;44.4
1127;2022-03-07 11:20:47;20.9;44.4
1128;2022-03-07 11:25:47;20.9;44.4
1129;2022-03-07 11:30:47;20.9;44.4
1130;2022-03-07 11:35:47;20.9;44.4
1131;2022-03-07 11:40:47;21;44.4
1132;2022-03-07 11:45:47;21.1;44.4
1133;2022-03-07 11:50:47;21.1;44.5
1134;2022-03-07 11:55:47;21.2;44.5
1135;2022-03-07 12:00:47;21.3;44.5
1136;2022-03-07 12:05:47;21.4;44.6
1137;2022-03-07 12:10:47;21.5;44.6
1138;2022-03-07 12:15:47;21.5;44.6
1139;2022-03-07 12:20:47;21.5;44.7
1140;2022-03-07 12:25:47;21.6;44.7
1141;2022-03-07 12:30:47;21.7;44.7
1142;2022-03-07 12:35:47;21.7;44.3
1143;2022-03-07 12:40:47;21.6;45
1144;2022-03-07 12:45:47;21.6;44.5
1145;2022-03-07 12:50:47;21.6;44.1
1146;2022-03-07 12:55:47;21.5;43.9
1147;2022-03-07 13:00:47;21.4;43.3
1148;2022-03-07 13:05:47;21.3;44.1
1149;2022-03-07 13:10:47;21.3;45.4
1150;2022-03-07 13:15:47;21.2;45
1151;2022-03-07 13:20:47;21.2;45.9
1152;2022-03-07 13:25:47;21.3;46.6
1153;2022-03-07 13:30:47;21.2;45.5
1154;2022-03-07 13:35:47;21.2;45.7
1155;2022-03-07 13:40:47;21.2;46.3
1156;2022-03-07 13:45:47;21.2;45.6
1157;2022-03-07 13:50:47;21.1;45
1158;2022-03-07 13:55:47;21;44.6
1159;2022-03-07 14:00:47;20.9;44.5
1160;2022-03-07 14:05:47;20.9;45.7
1161;2022-03-07 14:10:47;20.9;46.5
1162;2022-03-07 14:15:47;20.9;45.3
1163;2022-03-07 14:20:47;20.9;44.8
1164;2022-03-07 14:25:47;20.9;44.4
1165;2022-03-07 14:30:47;21;44.7
1166;2022-03-07 14:35:47;21;44.1
1167;2022-03-07 14:40:47;21;44.2
1168;2022-03-07 14:45:47;21;43.8
1169;2022-03-07 14:50:47;21;43.4
1170;2022-03-07 14:55:47;21;43.3
1171;2022-03-07 15:00:47;21;43.2
1172;2022-03-07 15:05:47;21;43
1173;2022-03-07 15:10:47;21;42.7
1174;2022-03-07 15:15:47;21;42.5
1175;2022-03-07 15:20:47;21;42.3
1176;2022-03-07 15:25:47;21;42.3
1177;2022-03-07 15:30:47;21;42.2
1178;2022-03-07 15:35:47;21;42.2
1179;2022-03-07 15:40:47;21;42.2
1180;2022-03-07 15:45:47;21;42.1
1181;2022-03-07 15:50:47;21.1;42
1182;2022-03-07 15:55:47;21;41.6
1183;2022-03-07 16:00:47;21.1;41.6
1184;2022-03-07 16:05:47;21.1;41.6
1185;2022-03-07 16:10:47;21.1;41.6
1186;2022-03-07 16:15:47;21.2;41.7
1187;2022-03-07 16:20:47;21.1;41.2
1188;2022-03-07 16:25:47;21.2;41
1189;2022-03-07 16:30:47;21.2;40.9
1190;2022-03-07 16:35:47;21.1;40.9
1191;2022-03-07 16:40:47;21.2;40.7
1192;2022-03-07 16:45:47;21.1;40.6
1193;2022-03-07 16:50:47;21.1;40.5
1194;2022-03-07 16:55:47;21.1;40.4
1195;2022-03-07 17:00:47;21;40.3
1196;2022-03-07 17:05:47;21;40.4
1197;2022-03-07 17:10:47;21;40.4
1198;2022-03-07 17:15:47;21;40.4
1199;2022-03-07 17:20:47;20.9;40.4
1200;2022-03-07 17:25:47;20.9;40.3
1201;2022-03-07 17:30:47;20.9;40.3
1202;2022-03-07 17:35:47;20.9;40.3
1203;2022-03-07 17:40:47;20.9;40.2
1204;2022-03-07 17:45:47;20.9;40.1
1205;2022-03-07 17:50:47;20.9;40
1206;2022-03-07 17:55:47;20.7;39.8
1207;2022-03-07 18:00:47;20.7;39.8
