RC-4HC Temperature+Humidity Data Logger;;;
User Information;00V299;;
606;2022-05-18 12:16:40;14,3;55,5
607;2022-05-18 12:21:40;14,4;55,5
608;2022-05-18 12:26:40;14,5;55,5
609;2022-05-18 12:31:40;14,6;55,5
610;2022-05-18 12:36:40;14,7;55,5
611;2022-05-18 12:41:40;14,7;55,6
612;2022-05-18 12:46:40;14,7;55,6
613;2022-05-18 12:51:40;14,8;55,6
614;2022-05-18 12:56:40;14,9;55,6
615;2022-05-18 13:01:40;14,9;55,1
616;2022-05-18 13:06:40;15;55,6
617;2022-05-18 13:11:40;15;55,1
618;2022-05-18 13:16:40;15,1;55,1
619;2022-05-18 13:21:40;15,1;55,1
620;2022-05-18 13:26:40;15,2;55,1
621;2022-05-18 13:31:40;15,2;55,1
622;2022-05-18 13:36:40;15,3;55,1
623;2022-05-18 13:41:40;15,4;55,2
624;2022-05-18 13:46:40;15,4;55,2
625;2022-05-18 13:51:40;15,4;55,2
626;2022-05-18 13:56:40;15,5;55,2
627;2022-05-18 14:01:40;15,6;54,7
628;2022-05-18 14:06:40;15,7;54,7
629;2022-05-18 14:11:40;15,8;54,7
630;2022-05-18 14:16:40;15,9;54,7
631;2022-05-18 14:21:40;15,9;54,3
632;2022-05-18 14:26:40;16;54,3
633;2022-05-18 14:31:40;16;54,3
634;2022-05-18 14:36:40;16,1;54,3
635;2022-05-18 14:41:40;16,1;54,3
636;2022-05-18 14:46:40;16,2;54,3
637;2022-05-18 14:51:40;16,3;54,3
638;2022-05-18 14:56:40;16,4;54,8
639;2022-05-18 15:01:40;16,4;54,3
640;2022-05-18 15:06:40;16,5;54,3
641;2022-05-18 15:11:40;16,6;54,3
642;2022-05-18 15:16:40;16,6;54,4
643;2022-05-18 15:21:40;16,7;54,4
644;2022-05-18 15:26:40;16,7;54,9
645;2022-05-18 15:31:40;16,7;54,4
646;2022-05-18 15:36:40;16,8;54,4
647;2022-05-18 15:41:40;16,8;54,4
648;2022-05-18 15:46:40;16,9;54,4
649;2022-05-18 15:51:40;16,9;54,4
650;2022-05-18 15:56:40;16,9;54,4
651;2022-05-18 16:01:40;17;54,4
652;2022-05-18 16:06:40;17;54,4
653;2022-05-18 16:11:40;17;54,4
654;2022-05-18 16:16:40;17;54,4
655;2022-05-18 16:21:40;17,1;54,4
656;2022-05-18 16:26:40;17,1;54,4
657;2022-05-18 16:31:40;17,1;54,4
658;2022-05-18 16:36:40;17,1;54,4
659;2022-05-18 16:41:40;17,1;54,4
660;2022-05-18 16:46:40;17,1;54,4
661;2022-05-18 16:51:40;17,1;54,4
662;2022-05-18 16:56:40;17,1;54,4
663;2022-05-18 17:01:40;17;54,9
664;2022-05-18 17:06:40;17;54,9
665;2022-05-18 17:11:40;16,9;55,4
666;2022-05-18 17:16:40;17;55,4
667;2022-05-18 17:21:40;17;55,9
668;2022-05-18 17:26:40;16,9;55,9
669;2022-05-18 17:31:40;16,9;55,9
670;2022-05-18 17:36:40;16,9;55,9
671;2022-05-18 17:41:40;16,8;55,9
672;2022-05-18 17:46:40;16,8;55,8
673;2022-05-18 17:51:40;16,7;55,8
674;2022-05-18 17:56:40;16,7;55,8
675;2022-05-18 18:01:40;16,7;56,3
676;2022-05-18 18:06:40;16,7;56,3
677;2022-05-18 18:11:40;16,6;56,3
678;2022-05-18 18:16:40;16,6;56,3
679;2022-05-18 18:21:40;16,5;56,3
680;2022-05-18 18:26:40;16,4;56,3
681;2022-05-18 18:31:40;16,4;56,8
682;2022-05-18 18:36:40;16,3;56,7
683;2022-05-18 18:41:40;16,2;56,7
684;2022-05-18 18:46:40;16,2;57,2
685;2022-05-18 18:51:40;16,1;57,2
686;2022-05-18 18:56:40;16;57,2
687;2022-05-18 19:01:40;16;57,2
688;2022-05-18 19:06:40;16;57,2
689;2022-05-18 19:11:40;15,9;57,2
690;2022-05-18 19:16:40;15,9;57,2
691;2022-05-18 19:21:40;15,8;57,2
692;2022-05-18 19:26:40;15,8;57,1
693;2022-05-18 19:31:40;15,7;57,1
694;2022-05-18 19:36:40;15,7;57,1
695;2022-05-18 19:41:40;15,6;57,1
696;2022-05-18 19:46:40;15,6;57,1
697;2022-05-18 19:51:40;15,5;57,1
698;2022-05-18 19:56:40;15,5;57,1
699;2022-05-18 20:01:40;15,4;57,6
700;2022-05-18 20:06:40;15,4;57,6
701;2022-05-18 20:11:40;15,4;57,6
702;2022-05-18 20:16:40;15,4;57,6
703;2022-05-18 20:21:40;15,4;58
704;2022-05-18 20:26:40;15,3;58
705;2022-05-18 20:31:40;15,3;58
706;2022-05-18 20:36:40;15,2;58
707;2022-05-18 20:41:40;15,2;58,5
708;2022-05-18 20:46:40;15,1;58,5
709;2022-05-18 20:51:40;15,1;58,5
710;2022-05-18 20:56:40;15,1;58,9
711;2022-05-18 21:01:40;15;58,9
712;2022-05-18 21:06:40;15;58,9
713;2022-05-18 21:11:40;14,9;59,4
714;2022-05-18 21:16:40;14,9;59,4
715;2022-05-18 21:21:40;14,8;59,4
716;2022-05-18 21:26:40;14,8;59,4
717;2022-05-18 21:31:40;14,8;59,8
718;2022-05-18 21:36:40;14,7;59,8
719;2022-05-18 21:41:40;14,7;59,8
720;2022-05-18 21:46:40;14,7;59,8
721;2022-05-18 21:51:40;14,7;60,3
722;2022-05-18 21:56:40;14,7;60,3
723;2022-05-18 22:01:40;14,6;60,3
724;2022-05-18 22:06:40;14,6;60,3
725;2022-05-18 22:11:40;14,6;60,7
726;2022-05-18 22:16:40;14,6;60,7
727;2022-05-18 22:21:40;14,5;60,7
728;2022-05-18 22:26:40;14,5;60,7
729;2022-05-18 22:31:40;14,5;60,7
730;2022-05-18 22:36:40;14,5;60,7
731;2022-05-18 22:41:40;14,5;61,2
732;2022-05-18 22:46:40;14,4;61,2
733;2022-05-18 22:51:40;14,4;61,2
734;2022-05-18 22:56:40;14,4;61,2
735;2022-05-18 23:01:40;14,4;61,2
736;2022-05-18 23:06:40;14,4;61,7
737;2022-05-18 23:11:40;14,4;61,6
738;2022-05-18 23:16:40;14,3;61,6
739;2022-05-18 23:21:40;14,3;61,6
740;2022-05-18 23:26:40;14,3;61,6
741;2022-05-18 23:31:40;14,3;61,6
742;2022-05-18 23:36:40;14,3;61,6
743;2022-05-18 23:41:40;14,3;61,6
744;2022-05-18 23:46:40;14,3;61,6
745;2022-05-18 23:51:40;14,2;62,1
746;2022-05-18 23:56:40;14,2;62,1
747;2022-05-19 00:01:40;14,2;62,1
748;2022-05-19 00:06:40;14,2;62,1
749;2022-05-19 00:11:40;14,2;62,1
750;2022-05-19 00:16:40;14,2;62,1
751;2022-05-19 00:21:40;14,2;62,1
752;2022-05-19 00:26:40;14,1;62,1
753;2022-05-19 00:31:40;14,1;62,1
754;2022-05-19 00:36:40;14,1;62,5
755;2022-05-19 00:41:40;14,1;62,5
756;2022-05-19 00:46:40;14,1;62,5
757;2022-05-19 00:51:40;14,1;62,5
758;2022-05-19 00:56:40;14,1;62,5
759;2022-05-19 01:01:40;14;62,5
760;2022-05-19 01:06:40;14;62,5
761;2022-05-19 01:11:40;14;62,5
762;2022-05-19 01:16:40;14;62,5
763;2022-05-19 01:21:40;14;62,5
764;2022-05-19 01:26:40;14;63
765;2022-05-19 01:31:40;14;63
766;2022-05-19 01:36:40;14;63
767;2022-05-19 01:41:40;14;63
768;2022-05-19 01:46:40;14;63
769;2022-05-19 01:51:40;14;63
770;2022-05-19 01:56:40;14;63
771;2022-05-19 02:01:40;13,9;63
772;2022-05-19 02:06:40;13,9;63
773;2022-05-19 02:11:40;13,9;63
774;2022-05-19 02:16:40;13,9;63
775;2022-05-19 02:21:40;13,9;63
776;2022-05-19 02:26:40;13,9;63
777;2022-05-19 02:31:40;13,9;63
778;2022-05-19 02:36:40;13,9;63
779;2022-05-19 02:41:40;13,9;63
780;2022-05-19 02:46:40;13,9;63
781;2022-05-19 02:51:40;13,8;63,4
782;2022-05-19 02:56:40;13,8;63,4
783;2022-05-19 03:01:40;13,8;63,4
784;2022-05-19 03:06:40;13,8;63,4
785;2022-05-19 03:11:40;13,8;63,4
786;2022-05-19 03:16:40;13,8;63,4
787;2022-05-19 03:21:40;13,8;63,4
788;2022-05-19 03:26:40;13,8;63,4
789;2022-05-19 03:31:40;13,8;63,4
790;2022-05-19 03:36:40;13,8;63,4
791;2022-05-19 03:41:40;13,8;63,4
792;2022-05-19 03:46:40;13,8;63,4
793;2022-05-19 03:51:40;13,8;63,4
794;2022-05-19 03:56:40;13,7;63,4
795;2022-05-19 04:01:40;13,7;63,4
796;2022-05-19 04:06:40;13,7;63,4
797;2022-05-19 04:11:40;13,7;63,4
798;2022-05-19 04:16:40;13,7;63,4
799;2022-05-19 04:21:40;13,7;63,8
800;2022-05-19 04:26:40;13,7;63,8
801;2022-05-19 04:31:40;13,7;63,8
802;2022-05-19 04:36:40;13,7;63,8
803;2022-05-19 04:41:40;13,7;63,8
804;2022-05-19 04:46:40;13,7;63,8
805;2022-05-19 04:51:40;13,7;63,8
806;2022-05-19 04:56:40;13,7;63,8
807;2022-05-19 05:01:40;13,7;63,8
808;2022-05-19 05:06:40;13,7;63,8
809;2022-05-19 05:11:40;13,7;63,8
810;2022-05-19 05:16:40;13,7;63,8
811;2022-05-19 05:21:40;13,7;63,8
812;2022-05-19 05:26:40;13,7;63,8
813;2022-05-19 05:31:40;13,7;63,8
814;2022-05-19 05:36:40;13,7;63,8
815;2022-05-19 05:41:40;13,7;63,8
816;2022-05-19 05:46:40;13,7;63,8
817;2022-05-19 05:51:40;13,6;63,8
818;2022-05-19 05:56:40;13,6;63,8
819;2022-05-19 06:01:40;13,6;63,8
820;2022-05-19 06:06:40;13,6;63,8
821;2022-05-19 06:11:40;13,6;63,8
822;2022-05-19 06:16:40;13,6;63,8
823;2022-05-19 06:21:40;13,5;63,8
824;2022-05-19 06:26:40;13,5;63,8
825;2022-05-19 06:31:40;13,5;63,8
826;2022-05-19 06:36:40;13,5;63,8
827;2022-05-19 06:41:40;13,4;63,8
828;2022-05-19 06:46:40;13,4;63,8
829;2022-05-19 06:51:40;13,4;63,8
830;2022-05-19 06:56:40;13,4;63,8
831;2022-05-19 07:01:40;13,4;63,8
832;2022-05-19 07:06:40;13,4;63,8
833;2022-05-19 07:11:40;13,4;63,8
834;2022-05-19 07:16:40;13,3;63,8
835;2022-05-19 07:21:40;13,3;63,3
836;2022-05-19 07:26:40;13,3;63,3
837;2022-05-19 07:31:40;13,2;63,8
838;2022-05-19 07:36:40;13,2;63,8
839;2022-05-19 07:41:40;13,2;63,8
840;2022-05-19 07:46:40;13,1;63,3
841;2022-05-19 07:51:40;13,1;63,3
842;2022-05-19 07:56:40;13,1;63,3
843;2022-05-19 08:01:40;13,1;63,3
844;2022-05-19 08:06:40;13,1;63,3
845;2022-05-19 08:11:40;13;63,3
846;2022-05-19 08:16:40;13;63,3
847;2022-05-19 08:21:40;13;62,8
848;2022-05-19 08:26:40;13;63,3
849;2022-05-19 08:31:40;13;63,3
850;2022-05-19 08:36:40;13;63,3
851;2022-05-19 08:41:40;13;63,3
852;2022-05-19 08:46:40;13;62,8
853;2022-05-19 08:51:40;13,1;62,8
854;2022-05-19 08:56:40;13,1;62,8
855;2022-05-19 09:01:40;13,1;62,8
856;2022-05-19 09:06:40;13,1;62,8
857;2022-05-19 09:11:40;13,2;62,8
858;2022-05-19 09:16:40;13,2;62,8
859;2022-05-19 09:21:40;13,2;62,9
860;2022-05-19 09:26:40;13,3;62,9
861;2022-05-19 09:31:40;13,3;62,9
862;2022-05-19 09:36:40;13,4;62,9
863;2022-05-19 09:41:40;13,4;62,9
864;2022-05-19 09:46:40;13,4;62,9
865;2022-05-19 09:51:40;13,4;62,9
866;2022-05-19 09:56:40;13,4;62,4
867;2022-05-19 10:01:40;13,5;62,4
868;2022-05-19 10:06:40;13,5;62,4
869;2022-05-19 10:11:40;13,5;62,4
870;2022-05-19 10:16:40;13,5;62,5
871;2022-05-19 10:21:40;13,6;62,5
872;2022-05-19 10:26:40;13,6;62,5
873;2022-05-19 10:31:40;13,6;62,5
874;2022-05-19 10:36:40;13,6;62,5
875;2022-05-19 10:41:40;13,7;62,5
876;2022-05-19 10:46:40;13,7;62,5
877;2022-05-19 10:51:40;13,7;62,5
878;2022-05-19 10:56:40;13,8;62,5
879;2022-05-19 11:01:40;13,8;62,5
880;2022-05-19 11:06:40;13,8;62,5
881;2022-05-19 11:11:40;13,9;62,5
882;2022-05-19 11:16:40;13,9;62,5
883;2022-05-19 11:21:40;14;62
884;2022-05-19 11:26:40;14;62,1
885;2022-05-19 11:31:40;14;62,1
886;2022-05-19 11:36:40;14;62,1
887;2022-05-19 11:41:40;14,1;62,1
888;2022-05-19 11:46:40;14,1;62,1
889;2022-05-19 11:51:40;14,2;62,1
890;2022-05-19 11:56:40;14,3;61,6
891;2022-05-19 12:01:40;14,3;61,6
892;2022-05-19 12:06:40;14,4;61,7
893;2022-05-19 12:11:40;14,4;61,7
894;2022-05-19 12:16:40;14,5;61,7
895;2022-05-19 12:21:40;14,5;61,7
896;2022-05-19 12:26:40;14,6;61,7
897;2022-05-19 12:31:40;14,6;61,2
898;2022-05-19 12:36:40;14,7;61,2
899;2022-05-19 12:41:40;14,7;61,2
900;2022-05-19 12:46:40;14,7;61,3
901;2022-05-19 12:51:40;14,8;60,8
902;2022-05-19 12:56:40;14,8;60,8
903;2022-05-19 13:01:40;14,9;60,8
904;2022-05-19 13:06:40;14,9;60,8
905;2022-05-19 13:11:40;15;60,8
906;2022-05-19 13:16:40;15;60,8
907;2022-05-19 13:21:40;15,1;60,4
908;2022-05-19 13:26:40;15,2;60,4
909;2022-05-19 13:31:40;15,2;60,4
910;2022-05-19 13:36:40;15,3;60,4
911;2022-05-19 13:41:40;15,3;59,9
912;2022-05-19 13:46:40;15,4;59,9
913;2022-05-19 13:51:40;15,4;59,9
914;2022-05-19 13:56:40;15,4;59,9
915;2022-05-19 14:01:40;15,4;60
916;2022-05-19 14:06:40;15,5;59,5
917;2022-05-19 14:11:40;15,5;59,5
918;2022-05-19 14:16:40;15,6;59,5
919;2022-05-19 14:21:40;15,6;59
920;2022-05-19 14:26:40;15,6;59
921;2022-05-19 14:31:40;15,7;59
922;2022-05-19 14:36:40;15,7;59
923;2022-05-19 14:41:40;15,7;59,1
924;2022-05-19 14:46:40;15,8;58,6
925;2022-05-19 14:51:40;15,8;58,6
926;2022-05-19 14:56:40;15,9;58,1
927;2022-05-19 15:01:40;15,9;58,1
928;2022-05-19 15:06:40;16;58,1
929;2022-05-19 15:11:40;16;57,7
930;2022-05-19 15:16:40;16;57,7
931;2022-05-19 15:21:40;16;57,7
932;2022-05-19 15:26:40;16,1;57,2
933;2022-05-19 15:31:40;16,1;57,2
934;2022-05-19 15:36:40;16,1;57,2
935;2022-05-19 15:41:40;16,2;57,2
936;2022-05-19 15:46:40;16,2;57,2
937;2022-05-19 15:51:40;16,3;56,7
938;2022-05-19 15:56:40;16,4;56,8
939;2022-05-19 16:01:40;16,5;56,8
940;2022-05-19 16:06:40;16,5;56,3
941;2022-05-19 16:11:40;16,5;56,3
942;2022-05-19 16:16:40;16,5;56,3
943;2022-05-19 16:21:40;16,5;56,3
944;2022-05-19 16:26:40;16,5;56,3
945;2022-05-19 16:31:40;16,5;56,3
946;2022-05-19 16:36:40;16,6;56,3
947;2022-05-19 16:41:40;16,6;56,3
948;2022-05-19 16:46:40;16,6;56,3
949;2022-05-19 16:51:40;16,6;55,8
950;2022-05-19 16:56:40;16,6;55,8
951;2022-05-19 17:01:40;16,6;55,8
952;2022-05-19 17:06:40;16,6;55,8
953;2022-05-19 17:11:40;16,6;55,8
954;2022-05-19 17:16:40;16,5;55,8
955;2022-05-19 17:21:40;16,5;55,3
956;2022-05-19 17:26:40;16,5;55,3
957;2022-05-19 17:31:40;16,5;55,3
958;2022-05-19 17:36:40;16,5;55,3
959;2022-05-19 17:41:40;16,4;55,3
960;2022-05-19 17:46:40;16,4;55,3
961;2022-05-19 17:51:40;16,4;55,3
962;2022-05-19 17:56:40;16,4;55,3
963;2022-05-19 18:01:40;16,3;55,8
964;2022-05-19 18:06:40;16,3;55,8
965;2022-05-19 18:11:40;16,3;55,8
966;2022-05-19 18:16:40;16,2;55,8
967;2022-05-19 18:21:40;16,2;55,8
968;2022-05-19 18:26:40;16,2;55,8
969;2022-05-19 18:31:40;16,2;55,8
970;2022-05-19 18:36:40;16,1;55,8
971;2022-05-19 18:41:40;16,1;55,8
972;2022-05-19 18:46:40;16;55,7
973;2022-05-19 18:51:40;16;55,7
974;2022-05-19 18:56:40;16;56,2
975;2022-05-19 19:01:40;16;55,7
976;2022-05-19 19:06:40;16;55,7
977;2022-05-19 19:11:40;16;55,7
978;2022-05-19 19:16:40;16;56,2
979;2022-05-19 19:21:40;15,9;56,2
980;2022-05-19 19:26:40;15,9;56,2
981;2022-05-19 19:31:40;15,9;56,2
982;2022-05-19 19:36:40;15,9;56,2
983;2022-05-19 19:41:40;15,8;56,2
984;2022-05-19 19:46:40;15,8;56,2
985;2022-05-19 19:51:40;15,8;56,2
986;2022-05-19 19:56:40;15,8;56,2
987;2022-05-19 20:01:40;15,7;56,2
988;2022-05-19 20:06:40;15,7;56,7
989;2022-05-19 20:11:40;15,7;56,7
990;2022-05-19 20:16:40;15,7;56,6
991;2022-05-19 20:21:40;15,6;56,6
992;2022-05-19 20:26:40;15,6;56,6
993;2022-05-19 20:31:40;15,6;57,1
994;2022-05-19 20:36:40;15,6;57,1
995;2022-05-19 20:41:40;15,6;57,1
996;2022-05-19 20:46:40;15,5;57,1
997;2022-05-19 20:51:40;15,5;57,1
998;2022-05-19 20:56:40;15,5;57,6
999;2022-05-19 21:01:40;15,5;57,6
1000;2022-05-19 21:06:40;15,5;57,6
1001;2022-05-19 21:11:40;15,4;57,6
1002;2022-05-19 21:16:40;15,4;57,6
1003;2022-05-19 21:21:40;15,4;57,6
1004;2022-05-19 21:26:40;15,4;57,6
1005;2022-05-19 21:31:40;15,4;57,6
1006;2022-05-19 21:36:40;15,4;57,6
1007;2022-05-19 21:41:40;15,4;57,6
1008;2022-05-19 21:46:40;15,4;57,6
1009;2022-05-19 21:51:40;15,4;58
1010;2022-05-19 21:56:40;15,4;58
1011;2022-05-19 22:01:40;15,4;58
1012;2022-05-19 22:06:40;15,3;58
1013;2022-05-19 22:11:40;15,3;58
1014;2022-05-19 22:16:40;15,3;58
1015;2022-05-19 22:21:40;15,3;58
1016;2022-05-19 22:26:40;15,3;58
1017;2022-05-19 22:31:40;15,3;58
1018;2022-05-19 22:36:40;15,3;58
1019;2022-05-19 22:41:40;15,2;58
1020;2022-05-19 22:46:40;15,2;58
1021;2022-05-19 22:51:40;15,2;58
1022;2022-05-19 22:56:40;15,2;58
1023;2022-05-19 23:01:40;15,2;58
1024;2022-05-19 23:06:40;15,2;58
1025;2022-05-19 23:11:40;15,2;58
1026;2022-05-19 23:16:40;15,1;58
1027;2022-05-19 23:21:40;15,1;58,5
1028;2022-05-19 23:26:40;15,1;58,5
1029;2022-05-19 23:31:40;15,1;58,5
1030;2022-05-19 23:36:40;15,1;58,5
1031;2022-05-19 23:41:40;15,1;58,5
1032;2022-05-19 23:46:40;15,1;58,5
1033;2022-05-19 23:51:40;15,1;58,5
1034;2022-05-19 23:56:40;15,1;58,5
1035;2022-05-20 00:01:40;15,1;58,5
1036;2022-05-20 00:06:40;15,1;58,5
1037;2022-05-20 00:11:40;15;58,5
1038;2022-05-20 00:16:40;15;58,5
1039;2022-05-20 00:21:40;15;58,5
1040;2022-05-20 00:26:40;15;58,5
1041;2022-05-20 00:31:40;15;58,5
1042;2022-05-20 00:36:40;15;58,5
1043;2022-05-20 00:41:40;15;58,9
1044;2022-05-20 00:46:40;15;58,9
1045;2022-05-20 00:51:40;15;58,9
1046;2022-05-20 00:56:40;15;58,9
1047;2022-05-20 01:01:40;14,9;58,9
1048;2022-05-20 01:06:40;14,9;58,9
1049;2022-05-20 01:11:40;14,9;58,9
1050;2022-05-20 01:16:40;14,9;58,9
1051;2022-05-20 01:21:40;14,9;58,9
1052;2022-05-20 01:26:40;14,9;58,9
1053;2022-05-20 01:31:40;14,9;58,9
1054;2022-05-20 01:36:40;14,9;58,9
1055;2022-05-20 01:41:40;14,9;58,9
1056;2022-05-20 01:46:40;14,8;58,9
1057;2022-05-20 01:51:40;14,8;58,9
1058;2022-05-20 01:56:40;14,8;58,9
1059;2022-05-20 02:01:40;14,8;58,9
1060;2022-05-20 02:06:40;14,8;58,9
1061;2022-05-20 02:11:40;14,8;58,9
1062;2022-05-20 02:16:40;14,8;58,9
1063;2022-05-20 02:21:40;14,8;58,9
1064;2022-05-20 02:26:40;14,8;58,9
1065;2022-05-20 02:31:40;14,8;58,9
1066;2022-05-20 02:36:40;14,8;58,9
1067;2022-05-20 02:41:40;14,8;58,9
1068;2022-05-20 02:46:40;14,8;58,9
1069;2022-05-20 02:51:40;14,7;58,9
1070;2022-05-20 02:56:40;14,7;58,9
1071;2022-05-20 03:01:40;14,7;59,4
1072;2022-05-20 03:06:40;14,7;58,9
1073;2022-05-20 03:11:40;14,7;59,4
1074;2022-05-20 03:16:40;14,7;59,4
1075;2022-05-20 03:21:40;14,7;59,4
1076;2022-05-20 03:26:40;14,7;59,4
1077;2022-05-20 03:31:40;14,7;59,4
1078;2022-05-20 03:36:40;14,7;59,4
1079;2022-05-20 03:41:40;14,7;59,4
1080;2022-05-20 03:46:40;14,7;59,4
1081;2022-05-20 03:51:40;14,7;59,4
1082;2022-05-20 03:56:40;14,7;59,4
1083;2022-05-20 04:01:40;14,7;59,4
1084;2022-05-20 04:06:40;14,7;59,4
1085;2022-05-20 04:11:40;14,7;59,4
1086;2022-05-20 04:16:40;14,7;59,4
1087;2022-05-20 04:21:40;14,7;59,4
1088;2022-05-20 04:26:40;14,7;59,4
1089;2022-05-20 04:31:40;14,7;59,4
1090;2022-05-20 04:36:40;14,7;59,4
1091;2022-05-20 04:41:40;14,7;59,4
1092;2022-05-20 04:46:40;14,7;59,4
1093;2022-05-20 04:51:40;14,7;59,4
1094;2022-05-20 04:56:40;14,7;59,4
1095;2022-05-20 05:01:40;14,7;59,4
1096;2022-05-20 05:06:40;14,7;59,4
1097;2022-05-20 05:11:40;14,7;59,4
1098;2022-05-20 05:16:40;14,6;59,4
1099;2022-05-20 05:21:40;14,6;59,4
1100;2022-05-20 05:26:40;14,6;59,4
1101;2022-05-20 05:31:40;14,6;59,4
1102;2022-05-20 05:36:40;14,6;59,4
1103;2022-05-20 05:41:40;14,6;59,4
1104;2022-05-20 05:46:40;14,6;59,3
1105;2022-05-20 05:51:40;14,6;59,8
1106;2022-05-20 05:56:40;14,6;59,3
1107;2022-05-20 06:01:40;14,6;59,3
1108;2022-05-20 06:06:40;14,6;59,3
1109;2022-05-20 06:11:40;14,6;59,8
1110;2022-05-20 06:16:40;14,6;59,8
1111;2022-05-20 06:21:40;14,6;59,3
1112;2022-05-20 06:26:40;14,6;59,8
1113;2022-05-20 06:31:40;14,6;59,8
1114;2022-05-20 06:36:40;14,5;59,8
1115;2022-05-20 06:41:40;14,5;59,8
1116;2022-05-20 06:46:40;14,5;59,8
1117;2022-05-20 06:51:40;14,5;59,8
1118;2022-05-20 06:56:40;14,5;59,8
1119;2022-05-20 07:01:40;14,5;59,8
1120;2022-05-20 07:06:40;14,5;59,8
1121;2022-05-20 07:11:40;14,5;59,8
1122;2022-05-20 07:16:40;14,5;59,8
1123;2022-05-20 07:21:40;14,5;59,8
1124;2022-05-20 07:26:40;14,5;59,8
1125;2022-05-20 07:31:40;14,5;59,8
1126;2022-05-20 07:36:40;14,5;59,8
1127;2022-05-20 07:41:40;14,5;59,8
1128;2022-05-20 07:46:40;14,5;59,8
1129;2022-05-20 07:51:40;14,5;59,8
1130;2022-05-20 07:56:40;14,5;59,8
1131;2022-05-20 08:01:40;14,5;59,8
1132;2022-05-20 08:06:40;14,5;59,8
1133;2022-05-20 08:11:40;14,5;59,8
1134;2022-05-20 08:16:40;14,5;59,8
1135;2022-05-20 08:21:40;14,5;59,8
1136;2022-05-20 08:26:40;14,5;59,8
1137;2022-05-20 08:31:40;14,5;59,8
1138;2022-05-20 08:36:40;14,5;59,8
1139;2022-05-20 08:41:40;14,4;59,8
1140;2022-05-20 08:46:40;14,4;60,3
1141;2022-05-20 08:51:40;14,4;60,3
1142;2022-05-20 08:56:40;14,4;60,3
1143;2022-05-20 09:01:40;14,4;60,3
1144;2022-05-20 09:06:40;14,4;60,3
1145;2022-05-20 09:11:40;14,4;60,3
1146;2022-05-20 09:16:40;14,4;60,3
1147;2022-05-20 09:21:40;14,4;60,3
1148;2022-05-20 09:26:40;14,4;60,3
1149;2022-05-20 09:31:40;14,4;60,7
1150;2022-05-20 09:36:40;14,4;60,7
1151;2022-05-20 09:41:40;14,4;60,7
1152;2022-05-20 09:46:40;14,4;60,7
1153;2022-05-20 09:51:40;14,4;60,7
1154;2022-05-20 09:56:40;14,4;60,7
1155;2022-05-20 10:01:40;14,5;60,7
1156;2022-05-20 10:06:40;14,5;60,7
1157;2022-05-20 10:11:40;14,5;61,2
1158;2022-05-20 10:16:40;14,5;61,2
1159;2022-05-20 10:21:40;14,5;61,2
1160;2022-05-20 10:26:40;14,5;61,2
1161;2022-05-20 10:31:40;14,5;61,2
1162;2022-05-20 10:36:40;14,6;61,2
1163;2022-05-20 10:41:40;14,6;61,2
1164;2022-05-20 10:46:40;14,6;61,2
1165;2022-05-20 10:51:40;14,6;61,2
1166;2022-05-20 10:56:40;14,6;61,2
1167;2022-05-20 11:01:40;14,7;61,2
1168;2022-05-20 11:06:40;14,7;61,2
1169;2022-05-20 11:11:40;14,7;61,2
1170;2022-05-20 11:16:40;14,7;61,2
1171;2022-05-20 11:21:40;14,7;61,2
1172;2022-05-20 11:26:40;14,7;61,3
1173;2022-05-20 11:31:40;14,8;61,3
1174;2022-05-20 11:36:40;14,8;60,8
1175;2022-05-20 11:41:40;14,9;60,8
1176;2022-05-20 11:46:40;14,9;60,8
1177;2022-05-20 11:51:40;14,9;61,3
1178;2022-05-20 11:56:40;15;61,3
1179;2022-05-20 12:01:40;15;61,3
1180;2022-05-20 12:06:40;15,1;61,3
1181;2022-05-20 12:11:40;15,1;61,3
1182;2022-05-20 12:16:40;15,2;61,3
1183;2022-05-20 12:21:40;15,2;60,9
1184;2022-05-20 12:26:40;15,3;60,9
1185;2022-05-20 12:31:40;15,4;60,9
1186;2022-05-20 12:36:40;15,4;60,9
1187;2022-05-20 12:41:40;15,4;60,9
1188;2022-05-20 12:46:40;15,5;60,9
1189;2022-05-20 12:51:40;15,5;60,9
1190;2022-05-20 12:56:40;15,6;60,4
1191;2022-05-20 13:01:40;15,7;60,5
1192;2022-05-20 13:06:40;15,7;60,5
1193;2022-05-20 13:11:40;15,8;60,5
1194;2022-05-20 13:16:40;15,8;60,5
1195;2022-05-20 13:21:40;15,9;60
1196;2022-05-20 13:26:40;16;60
1197;2022-05-20 13:31:40;16;60
1198;2022-05-20 13:36:40;16;60
1199;2022-05-20 13:41:40;16,1;60,1
1200;2022-05-20 13:46:40;16,2;59,6
1201;2022-05-20 13:51:40;16,2;59,6
1202;2022-05-20 13:56:40;16,3;59,6
1203;2022-05-20 14:01:40;16,4;59,6
1204;2022-05-20 14:06:40;16,5;59,6
1205;2022-05-20 14:11:40;16,6;59,2
1206;2022-05-20 14:16:40;16,7;59,2
1207;2022-05-20 14:21:40;16,7;59,2
1208;2022-05-20 14:26:40;16,7;59,2
1209;2022-05-20 14:31:40;16,8;59,2
1210;2022-05-20 14:36:40;16,9;58,8
1211;2022-05-20 14:41:40;17;58,8
1212;2022-05-20 14:46:40;17;58,8
1213;2022-05-20 14:51:40;17,1;58,8
