;fixed_time;0BC-T1;0BC-T2;0BC-T3;0BC-T4;09F-T1;09F-T2;09F-T3;146-T1;146-T2;146-T3;146-T4;09F-T4;real_time
3850;2021-03-04 06:48:08;-75,33;-77,28;-75,72;-76,89;-79,61;-79,81;-79,81;-75,53;-76,11;-75,33;-78,44;15,76;2021-03-04 06:48:08
3851;2021-03-04 06:49:09;-75,33;-77,08;-75,72;-76,89;-79,81;-79,81;-79,98;-75,53;-76,11;-75,33;-78,83;15,96;2021-03-04 06:49:09
3852;2021-03-04 06:50:10;-75,33;-77,08;-75,72;-76,89;-79,81;-79,81;-79,81;-75,53;-75,91;-75,14;-77,86;16,16;2021-03-04 06:50:10
3853;2021-03-04 06:51:11;-75,14;-77,08;-75,72;-76,69;-79,61;-79,61;-80,17;-75,53;-75,72;-75,33;-79,22;15,96;2021-03-04 06:51:11
3854;2021-03-04 06:52:12;-74,94;-77,08;-75,72;-76,69;-79,98;-79,98;-80,17;-75,33;-75,91;-75,14;-78,44;16,16;2021-03-04 06:52:12
3855;2021-03-04 06:53:12;-74,75;-77,08;-75,53;-76,69;-79,81;-79,81;-80,17;-75,33;-75,91;-75,14;-78,44;16,16;2021-03-04 06:53:12
3856;2021-03-04 06:54:13;-74,75;-77,08;-75,33;-76,69;-79,81;-79,81;-80,17;-75,14;-75,72;-74,94;-78,44;16,16;2021-03-04 06:54:13
3857;2021-03-04 06:55:14;-74,55;-77,08;-75,33;-76,5;-79,81;-79,81;-80,17;-75,14;-75,72;-74,94;-78,25;15,96;2021-03-04 06:55:14
3858;2021-03-04 06:56:15;-74,36;-77,08;-75,14;-76,5;-79,61;-79,61;-80,17;-74,94;-75,53;-74,75;-78,25;16,16;2021-03-04 06:56:15
3859;2021-03-04 06:57:16;-74,36;-77,08;-75,14;-76,3;-79,61;-79,61;-79,98;-74,94;-75,53;-74,55;-78,25;15,96;2021-03-04 06:57:16
3860;2021-03-04 06:58:27;-74,36;-76,89;-75,14;-76,3;-79,61;-79,61;-79,81;-74,75;-75,33;-74,55;-78,25;15,96;2021-03-04 06:58:27
3861;2021-03-04 06:59:17;-74,16;-77,08;-74,94;-76,3;-79,42;-79,42;-79,81;-74,36;-75,53;-74,55;-78,05;15,96;2021-03-04 06:59:17
3862;2021-03-04 07:00:18;-73,97;-76,89;-74,94;-76,3;-79,22;-79,22;-79,61;-74,75;-75,33;-74,55;-78,25;15,76;2021-03-04 07:00:18
3863;2021-03-04 07:01:19;-74,16;-77,08;-74,94;-76,3;-79,22;-79,42;-79,61;-74,55;-75,53;-74,16;-79,03;15,76;2021-03-04 07:01:19
3864;2021-03-04 07:02:20;-74,16;-76,89;-74,94;-76,3;-79,03;-79,03;-79,42;-74,75;-75,53;-74,16;-78,44;15,76;2021-03-04 07:02:20
3865;2021-03-04 07:03:21;-74,36;-76,89;-75,14;-76,5;-79,22;-79,42;-79,22;-74,94;-75,72;-74,94;-77,86;15,56;2021-03-04 07:03:21
3866;2021-03-04 07:04:21;-74,36;-77,08;-75,14;-76,5;-79,03;-79,22;-79,03;-75,33;-75,91;-75,33;-78,25;15,56;2021-03-04 07:04:21
3867;2021-03-04 07:05:22;-74,55;-76,89;-75,14;-76,5;-79,22;-79,22;-79,42;-75,72;-76,69;-75,72;-78,44;15,56;2021-03-04 07:05:22
3868;2021-03-04 07:06:23;-74,75;-77,08;-75,33;-76,5;-78,83;-79,22;-79,42;-75,91;-76,11;-75,72;-78,05;15,56;2021-03-04 07:06:23
3869;2021-03-04 07:07:24;-74,75;-77,08;-75,33;-76,5;-79,22;-79,22;-79,03;-75,91;-76,5;-75,72;-78,05;15,56;2021-03-04 07:07:24
3870;2021-03-04 07:08:25;-74,75;-76,89;-75,53;-76,5;-79,22;-79,42;-79,42;-75,91;-76,69;-75,53;-78,05;15,56;2021-03-04 07:08:25
3871;2021-03-04 07:09:25;-74,94;-77,08;-75,53;-76,5;-79,42;-79,42;-79,42;-76,11;-76,3;-75,72;-78,25;15,56;2021-03-04 07:09:25
3872;2021-03-04 07:10:26;-74,94;-77,08;-75,53;-76,5;-79,42;-79,42;-79,61;-75,91;-76,3;-75,72;-78,25;15,76;2021-03-04 07:10:26
3873;2021-03-04 07:11:27;-75,14;-77,08;-75,72;-76,5;-79,42;-79,61;-79,42;-75,53;-75,91;-75,33;-78,25;15,76;2021-03-04 07:11:27
3874;2021-03-04 07:12:28;-75,14;-77,08;-75,53;-76,69;-79,61;-79,61;-79,61;-75,72;-76,3;-75,33;-78,25;15,76;2021-03-04 07:12:28
3875;2021-03-04 07:13:29;-75,33;-77,08;-75,72;-76,89;-79,81;-79,61;-79,98;-75,33;-76,11;-75,33;-78,44;15,76;2021-03-04 07:13:29
3876;2021-03-04 07:14:30;-75,33;-77,08;-75,72;-76,89;-79,61;-79,61;-79,98;-75,14;-76,11;-75,53;-78,25;15,76;2021-03-04 07:14:30
3877;2021-03-04 07:15:30;-75,33;-77,08;-75,72;-76,89;-79,81;-79,61;-79,98;-75,33;-75,72;-75,14;-78,25;15,96;2021-03-04 07:15:30
3878;2021-03-04 07:16:31;-75,14;-77,28;-75,72;-76,89;-79,81;-79,81;-80,17;-75,53;-76,11;-75,33;-78,05;15,96;2021-03-04 07:16:31
3879;2021-03-04 07:17:32;-75,14;-77,08;-75,72;-76,69;-79,98;-79,81;-79,98;-75,33;-75,91;-75,14;-78,44;15,96;2021-03-04 07:17:32
3880;2021-03-04 07:18:33;-74,94;-77,08;-75,53;-76,69;-79,61;-79,81;-80,36;-75,33;-75,91;-75,14;-78,44;16,16;2021-03-04 07:18:33
3881;2021-03-04 07:19:34;-74,75;-77,08;-75,53;-76,69;-79,81;-79,98;-80,17;-75,14;-75,91;-74,94;-78,44;15,96;2021-03-04 07:19:34
3882;2021-03-04 07:20:34;-74,75;-77,08;-75,33;-76,5;-79,81;-79,81;-80,17;-74,94;-75,72;-74,75;-78,44;16,16;2021-03-04 07:20:34
3883;2021-03-04 07:21:35;-74,36;-77,08;-75,33;-76,5;-79,81;-79,81;-80,17;-74,94;-75,72;-74,75;-78,25;15,96;2021-03-04 07:21:35
3884;2021-03-04 07:22:36;-74,55;-76,89;-75,14;-76,5;-79,61;-79,61;-79,98;-74,75;-75,53;-74,55;-78,25;15,96;2021-03-04 07:22:36
3885;2021-03-04 07:23:37;-74,16;-77,08;-75,14;-76,5;-79,61;-79,61;-79,98;-74,75;-75,33;-74,55;-78,25;15,96;2021-03-04 07:23:37
3886;2021-03-04 07:24:38;-74,16;-76,89;-74,94;-76,3;-79,42;-79,42;-79,81;-74,75;-75,33;-74,55;-78,05;15,96;2021-03-04 07:24:38
3887;2021-03-04 07:25:39;-74,16;-77,08;-74,94;-76,3;-79,42;-79,42;-79,61;-74,94;-75,53;-74,36;-78,25;15,96;2021-03-04 07:25:39
3888;2021-03-04 07:26:39;-74,16;-76,89;-74,94;-76,3;-79,42;-79,42;-79,61;-74,55;-75,14;-74,36;-78,64;15,96;2021-03-04 07:26:39
3889;2021-03-04 07:27:40;-74,16;-76,89;-74,94;-76,3;-79,22;-79,22;-79,03;-74,36;-75,33;-74,36;-78,25;15,56;2021-03-04 07:27:40
3890;2021-03-04 07:28:41;-74,16;-76,89;-75,14;-76,3;-79,03;-79,22;-79,42;-74,75;-75,72;-74,36;-77,86;15,76;2021-03-04 07:28:41
3891;2021-03-04 07:29:42;-74,36;-77,08;-75,14;-76,3;-79,22;-79,03;-79,22;-75,33;-76,11;-74,94;-78,05;15,76;2021-03-04 07:29:42
3892;2021-03-04 07:30:43;-74,55;-76,89;-75,33;-76,5;-79,03;-79,03;-79,22;-75,33;-76,11;-75,33;-77,67;15,36;2021-03-04 07:30:43
3893;2021-03-04 07:31:43;-74,75;-77,08;-75,33;-76,5;-79,03;-79,22;-79,03;-75,91;-76,5;-75,72;-78,05;15,76;2021-03-04 07:31:43
3894;2021-03-04 07:32:44;-74,55;-77,08;-75,33;-76,5;-79,22;-79,22;-79,22;-75,33;-76,11;-75,53;-78,44;15,76;2021-03-04 07:32:44
3895;2021-03-04 07:33:45;-74,94;-77,08;-75,53;-76,5;-79,22;-79,22;-79,42;-75,72;-76,69;-75,33;-78,25;15,36;2021-03-04 07:33:45
3896;2021-03-04 07:34:46;-74,94;-77,08;-75,53;-76,5;-79,42;-79,42;-79,61;-76,11;-76,5;-75,53;-78,25;15,56;2021-03-04 07:34:46
3897;2021-03-04 07:35:47;-74,94;-77,08;-75,72;-76,5;-79,22;-79,42;-79,42;-76,11;-76,11;-75,53;-78,64;15,56;2021-03-04 07:35:47
3898;2021-03-04 07:36:47;-75,14;-77,08;-75,53;-76,69;-79,42;-79,42;-79,22;-75,72;-76,3;-75,53;-78,44;15,36;2021-03-04 07:36:47
3899;2021-03-04 07:37:48;-75,14;-77,08;-75,72;-76,5;-79,61;-79,61;-79,81;-75,14;-75,91;-75,53;-78,44;15,76;2021-03-04 07:37:48
3900;2021-03-04 07:38:49;-75,14;-77,08;-75,72;-76,69;-79,22;-79,81;-79,61;-75,33;-76,3;-75,53;-79,03;15,56;2021-03-04 07:38:49
3901;2021-03-04 07:39:50;-75,33;-77,08;-75,91;-76,89;-79,61;-79,61;-79,81;-75,53;-76,11;-75,14;-78,44;15,76;2021-03-04 07:39:50
3902;2021-03-04 07:40:51;-75,33;-77,08;-75,72;-76,89;-79,61;-79,81;-79,81;-75,53;-76,11;-75,33;-78,25;15,76;2021-03-04 07:40:51
3903;2021-03-04 07:41:52;-75,33;-77,08;-75,72;-76,89;-79,81;-79,81;-79,98;-75,53;-76,3;-75,14;-78,64;15,76;2021-03-04 07:41:52
3904;2021-03-04 07:42:52;-75,14;-77,08;-75,72;-76,69;-79,61;-79,81;-80,17;-75,72;-75,91;-75,14;-78,44;15,96;2021-03-04 07:42:52
3905;2021-03-04 07:43:53;-74,94;-77,08;-75,53;-76,69;-79,98;-79,61;-79,98;-75,33;-75,91;-75,14;-78,44;15,96;2021-03-04 07:43:53
3906;2021-03-04 07:44:54;-74,75;-77,08;-75,53;-76,69;-79,98;-79,81;-80,17;-75,33;-75,91;-75,14;-78,44;15,96;2021-03-04 07:44:54
3907;2021-03-04 07:45:55;-74,55;-77,08;-75,53;-76,5;-79,81;-79,81;-80,17;-75,14;-75,72;-74,94;-78,44;15,96;2021-03-04 07:45:55
3908;2021-03-04 07:46:56;-74,55;-77,08;-75,33;-76,5;-79,81;-79,81;-80,17;-75,14;-75,72;-74,75;-78,44;15,96;2021-03-04 07:46:56
3909;2021-03-04 07:47:56;-74,55;-77,08;-75,14;-76,5;-79,61;-79,81;-79,98;-74,94;-75,53;-74,75;-78,25;15,96;2021-03-04 07:47:56
3910;2021-03-04 07:48:57;-74,36;-76,89;-75,14;-76,3;-79,61;-79,61;-79,98;-74,75;-75,33;-74,55;-78,25;15,96;2021-03-04 07:48:57
3911;2021-03-04 07:49:58;-74,16;-76,89;-74,94;-76,3;-79,42;-79,42;-79,81;-74,75;-75,33;-74,55;-78,25;15,96;2021-03-04 07:49:58
3912;2021-03-04 07:50:59;-74,16;-76,89;-74,94;-76,3;-79,42;-79,42;-79,81;-74,55;-75,33;-74,36;-78,44;15,96;2021-03-04 07:50:59
3913;2021-03-04 07:52:00;-74,16;-76,89;-74,94;-76,3;-79,22;-79,22;-79,61;-74,75;-75,33;-74,36;-78,05;15,96;2021-03-04 07:52:00
3914;2021-03-04 07:53:00;-74,16;-76,89;-74,94;-76,3;-79,42;-79,42;-79,61;-74,55;-75,33;-74,36;-77,86;15,96;2021-03-04 07:53:00
3915;2021-03-04 07:54:01;-74,16;-76,89;-74,94;-76,3;-79,03;-79,22;-79,22;-74,75;-75,72;-74,16;-78,44;15,96;2021-03-04 07:54:01
3916;2021-03-04 07:55:02;-74,36;-76,89;-75,14;-76,5;-78,83;-79,03;-79,42;-74,94;-75,72;-74,75;-78,05;15,96;2021-03-04 07:55:02
3917;2021-03-04 07:56:03;-74,36;-77,08;-75,14;-76,3;-79,03;-79,22;-79,22;-75,53;-76,5;-75,14;-78,05;15,76;2021-03-04 07:56:03
3918;2021-03-04 07:57:04;-74,55;-76,89;-75,14;-76,3;-79,03;-79,22;-79,03;-75,53;-76,11;-75,33;-78,25;15,96;2021-03-04 07:57:04
3919;2021-03-04 07:58:05;-74,75;-77,08;-75,33;-76,5;-79,03;-79,22;-79,03;-75,53;-76,5;-75,33;-78,25;16,16;2021-03-04 07:58:05
3920;2021-03-04 07:59:05;-74,75;-77,08;-75,53;-76,5;-79,03;-79,22;-79,22;-75,91;-76,3;-75,53;-78,64;16,16;2021-03-04 07:59:05
3921;2021-03-04 08:00:06;-74,75;-77,08;-75,33;-76,5;-79,03;-79,22;-79,42;-75,72;-76,3;-75,53;-78,44;15,96;2021-03-04 08:00:06
3922;2021-03-04 08:01:07;-74,94;-76,89;-75,33;-76,5;-79,22;-79,22;-79,61;-75,53;-75,91;-75,53;-78,25;15,96;2021-03-04 08:01:07
3923;2021-03-04 08:02:08;-74,94;-77,08;-75,53;-76,5;-79,42;-79,22;-79,61;-75,53;-75,72;-75,53;-77,86;15,96;2021-03-04 08:02:08
3924;2021-03-04 08:03:09;-75,14;-77,08;-75,53;-76,5;-79,61;-79,42;-79,81;-75,72;-76,11;-75,14;-78,44;16,16;2021-03-04 08:03:09
3925;2021-03-04 08:04:09;-75,14;-77,08;-75,53;-76,5;-79,61;-79,61;-79,81;-75,72;-75,72;-75,14;-78,64;15,96;2021-03-04 08:04:09
3926;2021-03-04 08:05:10;-75,14;-76,89;-75,72;-76,69;-79,61;-79,61;-79,98;-75,53;-75,91;-75,33;-78,25;15,96;2021-03-04 08:05:10
3927;2021-03-04 08:06:11;-75,33;-77,08;-75,53;-76,89;-79,61;-79,81;-79,98;-75,14;-75,91;-75,14;-78,83;15,96;2021-03-04 08:06:11
3928;2021-03-04 08:07:12;-75,33;-77,08;-75,72;-76,89;-79,61;-79,61;-79,98;-75,53;-76,11;-74,94;-78,25;15,76;2021-03-04 08:07:12
3929;2021-03-04 08:08:13;-75,33;-77,08;-75,72;-76,89;-79,81;-79,81;-79,81;-74,94;-75,91;-75,14;-78,64;15,56;2021-03-04 08:08:13
3930;2021-03-04 08:09:13;-75,14;-77,08;-75,72;-76,69;-79,81;-79,61;-80,17;-75,33;-75,91;-75,14;-78,44;15,76;2021-03-04 08:09:13
3931;2021-03-04 08:10:14;-75,14;-77,08;-75,53;-76,69;-79,98;-79,81;-80,36;-75,14;-75,91;-74,94;-78,44;15,56;2021-03-04 08:10:14
3932;2021-03-04 08:11:15;-74,94;-77,08;-75,53;-76,69;-79,81;-79,81;-80,17;-74,94;-75,72;-74,94;-78,44;15,76;2021-03-04 08:11:15
3933;2021-03-04 08:12:16;-74,75;-77,08;-75,53;-76,5;-79,81;-79,81;-80,17;-74,94;-75,72;-74,75;-78,25;15,56;2021-03-04 08:12:16
3934;2021-03-04 08:13:17;-74,55;-77,08;-75,33;-76,5;-79,81;-79,81;-80,17;-74,94;-75,53;-74,75;-78,25;15,56;2021-03-04 08:13:17
3935;2021-03-04 08:14:17;-74,55;-77,08;-75,33;-76,5;-79,61;-79,81;-79,98;-74,75;-75,53;-74,55;-78,25;15,56;2021-03-04 08:14:17
3936;2021-03-04 08:15:18;-74,16;-76,89;-75,14;-76,3;-79,61;-79,61;-79,98;-74,75;-75,33;-74,36;-78,25;15,56;2021-03-04 08:15:18
3937;2021-03-04 08:16:19;-74,16;-76,89;-74,94;-76,3;-79,42;-79,42;-79,81;-74,55;-75,33;-74,36;-78,05;15,56;2021-03-04 08:16:19
3938;2021-03-04 08:17:20;-73,97;-76,89;-74,94;-76,11;-79,42;-79,42;-79,81;-74,55;-75,53;-74,16;-78,25;15,56;2021-03-04 08:17:20
3939;2021-03-04 08:18:21;-74,16;-76,89;-74,75;-76,3;-79,22;-79,42;-79,61;-74,55;-74,55;-74,16;-78,05;15,56;2021-03-04 08:18:21
3940;2021-03-04 08:19:22;-74,16;-76,89;-74,94;-76,3;-78,83;-79,61;-79,98;-74,16;-75,53;-73,97;-77,86;15,56;2021-03-04 08:19:22
3941;2021-03-04 08:20:22;-74,16;-76,89;-74,94;-76,3;-79,22;-79,03;-79,42;-74,75;-75,91;-74,55;-78,05;15,36;2021-03-04 08:20:22
3942;2021-03-04 08:21:23;-74,16;-76,89;-74,94;-76,3;-78,64;-79,22;-79,42;-75,33;-76,3;-74,94;-77,67;15,36;2021-03-04 08:21:23
3943;2021-03-04 08:22:24;-74,36;-76,89;-75,14;-76,5;-79,03;-79,61;-79,61;-75,53;-76,3;-75,33;-78,64;15,56;2021-03-04 08:22:24
3944;2021-03-04 08:23:25;-74,55;-76,89;-75,14;-76,5;-78,83;-79,03;-79,22;-75,72;-76,11;-75,33;-78,83;15,16;2021-03-04 08:23:25
3945;2021-03-04 08:24:26;-74,55;-77,08;-75,33;-76,3;-79,03;-79,42;-78,83;-75,91;-76,3;-75,53;-78,44;15,96;2021-03-04 08:24:26
3946;2021-03-04 08:25:27;-74,55;-77,08;-75,33;-76,5;-79,03;-78,83;-80,17;-75,72;-76,5;-75,53;-78,25;15,16;2021-03-04 08:25:27
3947;2021-03-04 08:26:27;-74,75;-76,89;-75,33;-76,3;-79,03;-79,61;-79,22;-75,91;-76,3;-75,53;-78,05;14,96;2021-03-04 08:26:27
3948;2021-03-04 08:27:28;-74,94;-76,89;-75,33;-76,3;-79,61;-79,42;-79,81;-75,91;-76,11;-75,53;-78,44;16,16;2021-03-04 08:27:28
3949;2021-03-04 08:28:29;-74,94;-77,08;-75,33;-76,5;-79,42;-79,81;-79,42;-75,14;-76,5;-75,33;-78,05;15,36;2021-03-04 08:28:29
3950;2021-03-04 08:29:30;-75,14;-77,08;-75,53;-76,5;-79,03;-79,61;-79,61;-75,33;-76,11;-75,14;-78,25;15,76;2021-03-04 08:29:30
3951;2021-03-04 08:30:31;-75,14;-76,89;-75,72;-76,69;-79,42;-79,81;-79,81;-75,33;-75,91;-75,14;-78,64;15,56;2021-03-04 08:30:31
3952;2021-03-04 08:31:31;-75,33;-77,08;-75,72;-76,69;-79,03;-79,61;-79,98;-75,14;-75,91;-75,33;-78,44;16,16;2021-03-04 08:31:31
3953;2021-03-04 08:32:32;-75,33;-77,08;-75,53;-76,89;-79,81;-79,81;-80,36;-75,33;-75,91;-75,33;-78,25;15,36;2021-03-04 08:32:32
3954;2021-03-04 08:33:33;-75,33;-77,08;-75,72;-76,89;-79,81;-80,17;-80,36;-75,14;-75,91;-75,14;-79,03;15,36;2021-03-04 08:33:33
3955;2021-03-04 08:34:34;-75,14;-77,08;-75,72;-76,69;-80,17;-79,98;-80,17;-75,33;-75,91;-75,14;-78,25;15,96;2021-03-04 08:34:34
3956;2021-03-04 08:35:35;-74,94;-77,08;-75,53;-76,69;-80,56;-79,22;-80,36;-75,33;-75,91;-74,94;-78,25;15,76;2021-03-04 08:35:35
3957;2021-03-04 08:36:35;-74,94;-77,08;-75,53;-76,69;-79,81;-79,81;-79,98;-75,14;-75,72;-74,94;-78,25;15,96;2021-03-04 08:36:35
3958;2021-03-04 08:37:36;-74,75;-77,08;-75,33;-76,5;-79,81;-79,81;-80,17;-75,14;-75,72;-74,75;-78,25;15,96;2021-03-04 08:37:36
3959;2021-03-04 08:38:37;-74,55;-77,08;-75,33;-76,5;-79,61;-79,81;-79,98;-74,75;-75,53;-74,55;-78,25;15,76;2021-03-04 08:38:37
3960;2021-03-04 08:39:38;-74,55;-76,89;-75,14;-76,5;-79,61;-79,61;-79,98;-74,75;-75,53;-74,55;-78,25;15,76;2021-03-04 08:39:38
3961;2021-03-04 08:40:39;-74,36;-77,08;-75,14;-76,3;-79,61;-79,61;-79,98;-74,75;-75,33;-74,36;-78,25;15,76;2021-03-04 08:40:39
3962;2021-03-04 08:41:39;-74,16;-76,89;-75,14;-76,3;-79,42;-79,42;-79,81;-74,94;-75,33;-74,36;-78,05;15,56;2021-03-04 08:41:39
3963;2021-03-04 08:42:40;-74,16;-76,89;-74,94;-76,3;-79,42;-79,42;-79,81;-74,75;-75,53;-74,36;-78,05;15,76;2021-03-04 08:42:40
3964;2021-03-04 08:43:41;-74,16;-76,89;-74,94;-76,3;-79,61;-79,81;-79,98;-74,55;-75,33;-74,36;-77,86;15,36;2021-03-04 08:43:41
3965;2021-03-04 08:44:42;-74,16;-76,89;-74,94;-76,3;-79,03;-79,42;-79,42;-74,75;-75,33;-74,55;-78,25;15,56;2021-03-04 08:44:42
3966;2021-03-04 08:45:43;-74,16;-76,89;-74,94;-76,3;-79,03;-78,44;-79,81;-75,14;-75,53;-75,14;-78,44;14,96;2021-03-04 08:45:43
3967;2021-03-04 08:46:43;-74,36;-76,89;-75,14;-76,3;-78,83;-78,83;-79,22;-75,33;-76,11;-75,53;-78,44;15,36;2021-03-04 08:46:43
3968;2021-03-04 08:47:44;-74,55;-77,08;-75,14;-76,5;-79,61;-79,22;-79,61;-75,53;-76,3;-75,53;-78,44;14,76;2021-03-04 08:47:44
3969;2021-03-04 08:49:46;-74,75;-76,89;-75,33;-76,5;-78,83;-80,17;-79,81;-75,91;-76,3;-75,72;-78,05;14,96;2021-03-04 08:49:46
3970;2021-03-04 08:50:47;-74,75;-77,08;-75,33;-76,3;-79,42;-79,61;-79,22;-75,72;-76,5;-75,53;-78,25;15,56;2021-03-04 08:50:47
3971;2021-03-04 08:51:48;-74,94;-77,08;-75,33;-76,5;-78,83;-79,81;-79,22;-75,72;-76,5;-75,72;-78,25;15,56;2021-03-04 08:51:48
3972;2021-03-04 08:52:48;-74,94;-76,89;-75,53;-76,5;-79,98;-80,36;-79,61;-75,33;-76,5;-75,53;-78,44;15,96;2021-03-04 08:52:48
3973;2021-03-04 08:53:49;-75,14;-77,08;-75,53;-76,5;-79,22;-79,61;-79,42;-75,72;-76,3;-75,72;-78,05;15,76;2021-03-04 08:53:49
3974;2021-03-04 08:54:50;-75,14;-77,08;-75,53;-76,69;-79,81;-79,42;-79,81;-75,72;-76,11;-75,33;-78,44;14,56;2021-03-04 08:54:50
3975;2021-03-04 08:55:51;-75,14;-77,08;-75,72;-76,89;-79,81;-79,61;-79,98;-75,33;-76,3;-75,33;-78,25;15,96;2021-03-04 08:55:51
3976;2021-03-04 08:56:52;-75,33;-77,08;-75,72;-76,89;-79,61;-79,98;-79,61;-74,94;-75,91;-75,53;-78,25;15,76;2021-03-04 08:56:52
3977;2021-03-04 08:57:52;-75,33;-77,08;-75,72;-77,08;-79,61;-79,03;-79,61;-75,53;-75,91;-75,33;-78,25;15,56;2021-03-04 08:57:52
3978;2021-03-04 08:58:53;-75,14;-77,08;-75,72;-76,89;-79,98;-80,17;-79,98;-75,72;-75,72;-75,14;-78,05;15,56;2021-03-04 08:58:53
3979;2021-03-04 08:59:54;-75,14;-77,08;-75,53;-76,69;-79,98;-80,17;-80,36;-75,53;-75,91;-75,14;-78,44;15,96;2021-03-04 08:59:54
3980;2021-03-04 09:01:06;-74,94;-77,08;-75,53;-76,69;-79,98;-80,56;-80,56;-75,33;-75,91;-75,14;-78,44;15,56;2021-03-04 09:01:06
3981;2021-03-04 09:01:56;-74,75;-77,08;-75,53;-76,69;-79,81;-79,81;-80,17;-75,33;-75,91;-74,94;-78,44;16,16;2021-03-04 09:01:56
3982;2021-03-04 09:02:56;-74,75;-77,08;-75,33;-76,5;-79,81;-79,81;-80,17;-74,94;-75,72;-74,94;-78,25;16,16;2021-03-04 09:02:56
3983;2021-03-04 09:03:57;-74,36;-77,08;-75,33;-76,5;-79,81;-79,81;-80,17;-74,94;-75,53;-74,75;-78,25;16,16;2021-03-04 09:03:57
3984;2021-03-04 09:04:58;-74,16;-77,08;-75,14;-76,3;-79,61;-79,61;-79,98;-74,94;-75,53;-74,55;-78,25;15,96;2021-03-04 09:04:58
3985;2021-03-04 09:05:59;-74,16;-76,89;-75,14;-76,3;-79,61;-79,61;-79,98;-74,75;-75,33;-74,55;-78,25;15,96;2021-03-04 09:05:59
3986;2021-03-04 09:07:00;-74,16;-76,89;-75,14;-76,11;-79,42;-79,42;-79,98;-74,75;-75,14;-74,55;-77,86;15,96;2021-03-04 09:07:00
3987;2021-03-04 09:08:01;-74,16;-76,89;-74,94;-76,3;-79,42;-79,42;-79,81;-74,55;-75,33;-74,16;-78,05;15,96;2021-03-04 09:08:01
3988;2021-03-04 09:09:01;-73,97;-76,89;-74,94;-76,3;-79,42;-78,64;-80,75;-74,75;-75,33;-74,16;-78,25;14,16;2021-03-04 09:09:01
3989;2021-03-04 09:10:02;-74,16;-76,89;-75,14;-76,5;-79,22;-79,22;-79,42;-75,14;-75,33;-74,36;-78,05;15,16;2021-03-04 09:10:02
3990;2021-03-04 09:11:03;-74,36;-76,89;-75,14;-76,3;-79,03;-79,03;-79,61;-74,94;-76,11;-74,94;-77,86;15,56;2021-03-04 09:11:03
3991;2021-03-04 09:12:04;-74,36;-77,08;-75,14;-76,3;-79,22;-79,81;-79,42;-75,53;-76,5;-75,33;-77,67;15,16;2021-03-04 09:12:04
3992;2021-03-04 09:13:05;-74,55;-77,08;-75,33;-76,3;-79,03;-79,61;-79,22;-75,91;-76,3;-75,53;-78,44;14,76;2021-03-04 09:13:05
3993;2021-03-04 09:14:05;-74,55;-77,08;-75,33;-76,5;-79,61;-79,22;-79,42;-75,91;-76,3;-75,72;-78,25;15,56;2021-03-04 09:14:05
3994;2021-03-04 09:15:06;-74,75;-77,08;-75,14;-76,5;-79,22;-79,42;-78,83;-75,72;-76,5;-75,53;-78,44;14,96;2021-03-04 09:15:06
3995;2021-03-04 09:16:07;-74,75;-76,89;-75,33;-76,5;-79,98;-78,25;-80,17;-75,91;-76,3;-75,53;-78,25;15,36;2021-03-04 09:16:07
3996;2021-03-04 09:17:08;-74,94;-76,89;-75,53;-76,5;-79,61;-78,83;-79,61;-75,72;-76,5;-75,53;-78,05;15,36;2021-03-04 09:17:08
3997;2021-03-04 09:18:09;-74,94;-77,08;-75,53;-76,5;-79,42;-80,17;-79,61;-75,33;-76,3;-75,53;-78,44;15,36;2021-03-04 09:18:09
3998;2021-03-04 09:19:09;-75,14;-77,08;-75,72;-76,5;-78,83;-79,22;-79,61;-75,72;-76,11;-75,53;-78,44;15,36;2021-03-04 09:19:09
3999;2021-03-04 09:20:10;-75,14;-77,08;-75,53;-76,5;-79,81;-79,22;-80,17;-75,72;-76,11;-75,53;-78,05;14,76;2021-03-04 09:20:10
4000;2021-03-04 09:21:11;-75,33;-77,08;-75,72;-76,69;-79,61;-78,83;-79,61;-75,72;-75,91;-75,14;-78,25;15,96;2021-03-04 09:21:11
4001;2021-03-04 09:22:12;-75,33;-77,08;-75,72;-76,89;-80,17;-81,14;-79,98;-75,33;-75,72;-75,53;-78,64;15,16;2021-03-04 09:22:12
4002;2021-03-04 09:23:13;-75,33;-77,08;-75,91;-76,89;-80,36;-80,17;-80,17;-75,53;-75,72;-75,33;-78,25;15,96;2021-03-04 09:23:13
4003;2021-03-04 09:24:14;-75,33;-77,08;-75,72;-76,89;-79,81;-80,17;-79,98;-75,33;-76,11;-75,14;-78,64;15,56;2021-03-04 09:24:14
4004;2021-03-04 09:25:14;-75,14;-77,08;-75,72;-76,69;-80,17;-79,98;-80,17;-75,33;-75,91;-75,14;-78,44;15,16;2021-03-04 09:25:14
4005;2021-03-04 09:26:15;-74,94;-77,08;-75,72;-76,69;-79,98;-79,61;-80,17;-75,33;-76,11;-75,14;-78,44;15,56;2021-03-04 09:26:15
4006;2021-03-04 09:27:16;-74,94;-77,08;-75,53;-76,69;-79,42;-80,95;-80,36;-75,14;-75,91;-74,94;-78,44;15,36;2021-03-04 09:27:16
4007;2021-03-04 09:28:17;-74,75;-77,08;-75,53;-76,5;-79,81;-79,81;-80,17;-75,14;-75,72;-74,94;-78,44;15,56;2021-03-04 09:28:17
